State Agency or Indian Tribal Organization,2015-10-01 00:00:00,2015-11-01 00:00:00,2015-12-01 00:00:00,2016-01-01 00:00:00,2016-02-01 00:00:00,2016-03-01 00:00:00,2016-04-01 00:00:00,2016-05-01 00:00:00,2016-06-01 00:00:00,2016-07-01 00:00:00,2016-08-01 00:00:00,2016-09-01 00:00:00,Average Participation
"Ute Mountain Ute Tribe, CO",62.0,61.0,52.0,58.0,62.0,61.0,55.0,51.0,57.0,53.0,50.0,50.0,56
"Omaha Sioux, NE",59.0,52.0,57.0,53.0,53.0,53.0,50.0,52.0,50.0,61.0,68.0,68.0,56.333333333333336
"Santee Sioux, NE",24.0,27.0,27.0,32.0,31.0,36.0,38.0,35.0,36.0,34.0,35.0,36.0,32.583333333333336
"Winnebago Tribe, NE",64.0,63.0,62.0,66.0,58.0,61.0,63.0,64.0,65.0,68.0,73.0,62.0,64.08333333333333
"Standing Rock Sioux Tribe, ND",171.0,165.0,155.0,165.0,147.0,138.0,141.0,136.0,134.0,141.0,151.0,152.0,149.66666666666666
"Three Affiliated Tribes, ND",71.0,69.0,73.0,77.0,80.0,81.0,79.0,90.0,102.0,105.0,105.0,107.0,86.58333333333333
"Cheyenne River Sioux, SD",146.0,150.0,146.0,147.0,151.0,150.0,141.0,146.0,155.0,142.0,148.0,134.0,146.33333333333334
"Rosebud Sioux, SD",297.0,293.0,299.0,312.0,312.0,306.0,300.0,294.0,279.0,270.0,273.0,267.0,291.8333333333333
"Northern Arapahoe, WY",106.0,100.0,100.0,100.0,101.0,103.0,104.0,103.0,96.0,87.0,86.0,87.0,97.75
"Shoshone Tribe, WY",58.0,66.0,51.0,54.0,49.0,54.0,59.0,59.0,58.0,54.0,54.0,62.0,56.5
Mountain Plains,127196.0,125706.0,125361.0,124791.0,124319.0,124868.0,123487.0,122704.0,122873.0,120903.0,122325.0,121370.0,123825.25
Alaska,4468.0,4408.0,4368.0,4375.0,4339.0,4416.0,4412.0,4413.0,4468.0,4375.0,4358.0,4324.0,4393.666666666667
American Samoa,995.0,987.0,993.0,1010.0,1018.0,1016.0,983.0,986.0,985.0,968.0,960.0,993.0,991.1666666666666
Arizona,39206.0,38452.0,38429.0,38010.0,37506.0,37771.0,37536.0,37547.0,37364.0,36960.0,37470.0,37134.0,37782.083333333336
California,252010.0,245889.0,246168.0,245469.0,243268.0,244706.0,241790.0,241304.0,241271.0,238486.0,241742.0,239369.0,243456
Guam,1796.0,1761.0,1754.0,1768.0,1794.0,1826.0,1858.0,1802.0,1795.0,1779.0,1796.0,1785.0,1792.8333333333333
Hawaii,7046.0,7085.0,7138.0,7126.0,7141.0,7237.0,7156.0,7126.0,7096.0,7002.0,7179.0,7127.0,7121.583333333333
Idaho,9532.0,9410.0,9394.0,9289.0,9197.0,9228.0,9186.0,9064.0,8990.0,8907.0,8889.0,8786.0,9156
Nevada,17615.0,17252.0,17095.0,17122.0,17024.0,17115.0,17013.0,16962.0,17033.0,17040.0,17079.0,17013.0,17113.583333333332
Oregon,21176.0,20902.0,20755.0,20141.0,19614.0,19704.0,19786.0,19874.0,19971.0,19834.0,19984.0,19658.0,20116.583333333332
Washington,35955.0,35113.0,35243.0,34967.0,34614.0,35334.0,34816.0,34638.0,34973.0,34370.0,34836.0,34573.0,34952.666666666664
Northern Marianas,525.0,521.0,540.0,556.0,568.0,577.0,579.0,595.0,573.0,571.0,588.0,580.0,564.4166666666666
"Inter-Tribal Council, AZ",2225.0,2188.0,2240.0,2244.0,2187.0,2223.0,2219.0,2260.0,2319.0,2312.0,2330.0,2175.0,2243.5
"Navajo Nation, AZ",1945.0,1955.0,1923.0,1925.0,1814.0,1830.0,1759.0,1767.0,1797.0,1803.0,1813.0,1732.0,1838.5833333333333
"Inter-Tribal Council, NV",390.0,392.0,367.0,377.0,360.0,358.0,369.0,372.0,374.0,372.0,361.0,353.0,370.4166666666667
