State Agency or Indian Tribal Organization,2015-10-01 00:00:00,2015-11-01 00:00:00,2015-12-01 00:00:00,2016-01-01 00:00:00,2016-02-01 00:00:00,2016-03-01 00:00:00,2016-04-01 00:00:00,2016-05-01 00:00:00,2016-06-01 00:00:00,2016-07-01 00:00:00,2016-08-01 00:00:00,2016-09-01 00:00:00,Average Participation
Pennsylvania,54714.0,53982.0,53269.0,52525.0,52240.0,52761.0,52610.0,52313.0,52440.0,51370.0,51706.0,51421.0,52612.583333333336
Puerto Rico,31410.0,30540.0,30529.0,30231.0,30579.0,30120.0,29901.0,29408.0,29358.0,28478.0,28951.0,28327.0,29819.333333333332
Virginia,35122.0,34031.0,33529.0,32506.0,32250.0,32874.0,32765.0,32762.0,32708.0,32193.0,32590.0,32283.0,32967.75
Virgin Islands,1077.0,1061.0,1018.0,1020.0,1016.0,1001.0,990.0,1007.0,997.0,965.0,966.0,980.0,1008.1666666666666
West Virginia,9931.0,9728.0,9699.0,9621.0,9565.0,9654.0,9530.0,9490.0,9443.0,9452.0,9633.0,9740.0,9623.833333333334
Alabama,32917.0,32089.0,31730.0,31828.0,31522.0,31863.0,31616.0,31603.0,31875.0,31541.0,32083.0,32188.0,31904.583333333332
Florida,120967.0,119036.0,117261.0,117747.0,117192.0,117765.0,117637.0,117055.0,117313.0,117209.0,118046.0,117186.0,117867.83333333333
Georgia,65723.0,64552.0,64308.0,63918.0,64067.0,64604.0,63784.0,63811.0,63647.0,62736.0,63444.0,62879.0,63956.083333333336
Kentucky,27050.0,26369.0,25994.0,25903.0,25849.0,26165.0,26027.0,25993.0,25955.0,25721.0,26237.0,26169.0,26119.333333333332
Mississippi,21362.0,20973.0,20371.0,20336.0,20238.0,20494.0,20048.0,20249.0,20599.0,20208.0,20474.0,20464.0,20484.666666666668
North Carolina,60870.0,59708.0,58902.0,58815.0,57548.0,57776.0,57424.0,57822.0,58112.0,57981.0,58660.0,58207.0,58485.416666666664
South Carolina,28811.0,28434.0,28037.0,27801.0,27592.0,27881.0,27548.0,27279.0,27370.0,27218.0,27760.0,27346.0,27756.416666666668
Tennessee,39458.0,38501.0,37887.0,37625.0,37592.0,38075.0,37893.0,37978.0,38289.0,37952.0,38643.0,38370.0,38188.583333333336
"Choctaw Indians, MS",133.0,121.0,114.0,117.0,126.0,125.0,121.0,144.0,125.0,135.0,150.0,143.0,129.5
"Eastern Cherokee, NC",142.0,129.0,118.0,115.0,115.0,123.0,134.0,135.0,117.0,130.0,140.0,136.0,127.83333333333333
Illinois,55783.0,54127.0,53604.0,53790.0,53658.0,54645.0,54474.0,54380.0,54487.0,53500.0,54492.0,54056.0,54249.666666666664
Indiana,35440.0,34408.0,34309.0,34583.0,34249.0,34684.0,34277.0,34369.0,34395.0,33869.0,34652.0,34842.0,34506.416666666664
Michigan,53377.0,52533.0,51401.0,51505.0,50796.0,51080.0,51186.0,51046.0,50998.0,50654.0,50941.0,51099.0,51384.666666666664
Minnesota,27296.0,26846.0,26670.0,26553.0,26371.0,26564.0,26508.0,26355.0,26555.0,26242.0,26526.0,26350.0,26569.666666666668
Ohio,58840.0,56554.0,55522.0,55104.0,54671.0,54935.0,54912.0,54445.0,54760.0,54105.0,54957.0,54865.0,55305.833333333336
Wisconsin,22757.0,22429.0,22171.0,22305.0,22037.0,22063.0,22051.0,21919.0,21916.0,21616.0,22148.0,21996.0,22117.333333333332
Arkansas,21223.0,21080.0,21047.0,21082.0,20924.0,20790.0,20995.0,20996.0,21119.0,20891.0,21100.0,20954.0,21016.75
Louisiana,34025.0,33576.0,33201.0,33263.0,33283.0,32879.0,32430.0,32251.0,32526.0,31891.0,32381.0,32289.0,32832.916666666664
New Mexico,12269.0,12084.0,11900.0,12037.0,11966.0,11709.0,11444.0,11514.0,12061.0,11969.0,12231.0,12235.0,11951.583333333334
Oklahoma,21314.0,20557.0,20276.0,20315.0,20288.0,20720.0,20541.0,20642.0,21069.0,20919.0,21105.0,20664.0,20700.833333333332
Texas,,,,,,,,,,,,, 
Texas,236245.0,232823.0,229242.0,229206.0,229041.0,229845.0,229081.0,229002.0,231157.0,227688.0,229757.0,228228.0,230109.58333333334
"Acoma, Canoncito & Laguna, NM",90.0,89.0,92.0,94.0,83.0,83.0,81.0,84.0,87.0,84.0,84.0,87.0,86.5
"Eight Northern Pueblos, NM",51.0,56.0,51.0,47.0,43.0,46.0,49.0,50.0,43.0,40.0,41.0,46.0,46.916666666666664
"Five Sandoval Pueblos, NM",50.0,48.0,50.0,58.0,65.0,67.0,53.0,59.0,52.0,52.0,54.0,50.0,54.833333333333336
"Isleta Pueblo, NM",268.0,261.0,255.0,265.0,263.0,263.0,260.0,256.0,287.0,278.0,284.0,280.0,268.3333333333333
"San Felipe Pueblo, NM",66.0,61.0,54.0,54.0,63.0,61.0,61.0,60.0,60.0,57.0,58.0,47.0,58.5
"Santo Domingo Tribe, NM",44.0,44.0,43.0,37.0,33.0,33.0,36.0,32.0,30.0,31.0,33.0,32.0,35.666666666666664
"Zuni Pueblo, NM",134.0,119.0,139.0,126.0,136.0,130.0,140.0,129.0,128.0,115.0,120.0,102.0,126.5
"Cherokee Nation, OK",1625.0,1616.0,1589.0,1653.0,1615.0,1645.0,1590.0,1589.0,1634.0,1684.0,1716.0,1718.0,1639.5
"Chickasaw Nation, OK",895.0,889.0,892.0,908.0,906.0,900.0,919.0,950.0,956.0,951.0,970.0,954.0,924.1666666666666
"Choctaw Nation, OK",853.0,874.0,843.0,879.0,870.0,870.0,890.0,887.0,901.0,875.0,909.0,894.0,878.75
"Citizen Potawatomi Nation, OK",291.0,269.0,276.0,305.0,305.0,315.0,321.0,313.0,316.0,309.0,313.0,342.0,306.25
"Inter-Tribal Council, OK",187.0,186.0,179.0,175.0,176.0,187.0,169.0,166.0,161.0,151.0,155.0,153.0,170.41666666666666
"Muscogee Creek Nation, OK",571.0,571.0,582.0,598.0,586.0,575.0,545.0,534.0,537.0,528.0,528.0,544.0,558.25
"Osage Tribal Council, OK",623.0,619.0,634.0,617.0,613.0,600.0,589.0,588.0,592.0,559.0,603.0,611.0,604
"Otoe-Missouria Tribe, OK",108.0,94.0,92.0,103.0,103.0,101.0,101.0,92.0,99.0,85.0,106.0,101.0,98.75
"Wichita, Caddo & Delaware (WCD), OK",867.0,851.0,849.0,895.0,902.0,897.0,876.0,911.0,912.0,879.0,895.0,841.0,881.25
Colorado,22571.0,21983.0,21662.0,21628.0,21596.0,21812.0,21682.0,21577.0,21609.0,21382.0,21934.0,21726.0,21763.5
Iowa,14755.0,14535.0,14441.0,14470.0,14270.0,14169.0,13871.0,13941.0,14067.0,13988.0,14401.0,14658.0,14297.166666666666
Kansas,14245.0,13937.0,13972.0,13815.0,13708.0,13415.0,13442.0,13357.0,13438.0,13077.0,13461.0,13387.0,13604.5
Missouri,33456.0,32883.0,32574.0,32348.0,32066.0,32040.0,31650.0,31339.0,31484.0,30983.0,31713.0,31504.0,32003.333333333332
Montana,4277.0,4286.0,4407.0,4417.0,4379.0,4390.0,4235.0,4232.0,4264.0,4186.0,4280.0,4296.0,4304.083333333333
Nebraska,8400.0,8563.0,8652.0,8720.0,8574.0,8625.0,8475.0,8472.0,8620.0,8548.0,8748.0,8785.0,8598.5
North Dakota,2712.0,2725.0,2783.0,2814.0,2808.0,2810.0,2767.0,2784.0,2821.0,2782.0,2899.0,2886.0,2799.25
South Dakota,3790.0,3713.0,3728.0,3851.0,3786.0,3796.0,3835.0,3793.0,3827.0,3723.0,3869.0,3862.0,3797.75
Utah,14380.0,14121.0,13786.0,13806.0,14009.0,13969.0,13819.0,13717.0,13669.0,13388.0,13589.0,13603.0,13821.333333333334
Wyoming,2647.0,2603.0,2600.0,2592.0,2589.0,2588.0,2580.0,2535.0,2513.0,2427.0,2441.0,2481.0,2549.6666666666665
"Ute Mountain Ute Tribe, CO",48.0,45.0,34.0,41.0,44.0,40.0,38.0,39.0,46.0,45.0,36.0,31.0,40.583333333333336
"Omaha Sioux, NE",25.0,22.0,22.0,28.0,28.0,31.0,31.0,33.0,36.0,38.0,40.0,34.0,30.666666666666668
"Santee Sioux, NE",22.0,25.0,29.0,29.0,28.0,28.0,26.0,26.0,22.0,21.0,24.0,24.0,25.333333333333332
"Winnebago Tribe, NE",66.0,56.0,50.0,63.0,51.0,64.0,54.0,52.0,47.0,50.0,54.0,41.0,54
"Standing Rock Sioux Tribe, ND",97.0,96.0,87.0,80.0,67.0,73.0,82.0,88.0,92.0,97.0,97.0,99.0,87.91666666666667
"Three Affiliated Tribes, ND",53.0,44.0,45.0,46.0,40.0,39.0,44.0,50.0,54.0,48.0,48.0,50.0,46.75
"Cheyenne River Sioux, SD",155.0,154.0,157.0,158.0,144.0,147.0,139.0,144.0,142.0,140.0,139.0,129.0,145.66666666666666
"Rosebud Sioux, SD",258.0,246.0,240.0,243.0,239.0,218.0,217.0,213.0,212.0,218.0,226.0,226.0,229.66666666666666
"Northern Arapahoe, WY",94.0,94.0,86.0,88.0,86.0,76.0,84.0,86.0,83.0,72.0,70.0,73.0,82.66666666666667
"Shoshone Tribe, WY",44.0,44.0,36.0,38.0,36.0,38.0,40.0,39.0,45.0,31.0,36.0,44.0,39.25
Mountain Plains,122095.0,120175.0,119391.0,119275.0,118548.0,118368.0,117111.0,116517.0,117091.0,115244.0,118105.0,117939.0,118321.58333333333
Alaska,4582.0,4511.0,4426.0,4448.0,4491.0,4576.0,4592.0,4622.0,4645.0,4556.0,4547.0,4551.0,4545.583333333333
American Samoa,1129.0,1137.0,1102.0,1102.0,1122.0,1158.0,1120.0,1114.0,1089.0,1069.0,1093.0,1081.0,1109.6666666666667
Arizona,36039.0,35056.0,34644.0,34397.0,33951.0,34088.0,33773.0,33710.0,34011.0,33516.0,34249.0,33748.0,34265.166666666664
California,275391.0,265976.0,266064.0,269351.0,265345.0,267949.0,264137.0,262939.0,264103.0,258745.0,264661.0,260052.0,265392.75
Guam,1628.0,1571.0,1533.0,1553.0,1600.0,1653.0,1683.0,1593.0,1608.0,1527.0,1555.0,1547.0,1587.5833333333333
Hawaii,7336.0,7391.0,7340.0,7407.0,7317.0,7357.0,7276.0,7155.0,7137.0,7075.0,7261.0,7193.0,7270.416666666667
Idaho,9740.0,9554.0,9476.0,9388.0,9326.0,9447.0,9348.0,9235.0,9252.0,9033.0,9084.0,9091.0,9331.166666666666
Nevada,16773.0,16260.0,16029.0,16064.0,15948.0,16114.0,15921.0,15790.0,15830.0,15688.0,15727.0,15783.0,15993.916666666666
Oregon,22805.0,22269.0,21877.0,21560.0,21380.0,21581.0,21539.0,21482.0,21715.0,21529.0,21797.0,21460.0,21749.5
Washington,40234.0,38682.0,38870.0,39214.0,38770.0,39561.0,38906.0,38473.0,38956.0,37849.0,38329.0,38172.0,38834.666666666664
Northern Marianas,648.0,614.0,607.0,627.0,640.0,648.0,643.0,664.0,645.0,640.0,650.0,642.0,639
"Inter-Tribal Council, AZ",1933.0,1851.0,1877.0,1935.0,1844.0,1879.0,1905.0,1907.0,1987.0,1934.0,1958.0,1891.0,1908.4166666666667
"Navajo Nation, AZ",1994.0,1978.0,1903.0,1962.0,1869.0,1916.0,1856.0,1801.0,1826.0,1817.0,1807.0,1681.0,1867.5
"Inter-Tribal Council, NV",308.0,308.0,289.0,308.0,294.0,289.0,282.0,291.0,288.0,288.0,283.0,281.0,292.4166666666667
