State Agency or Indian Tribal Organization,2015-10-01 00:00:00,2015-11-01 00:00:00,2015-12-01 00:00:00,2016-01-01 00:00:00,2016-02-01 00:00:00,2016-03-01 00:00:00,2016-04-01 00:00:00,2016-05-01 00:00:00,2016-06-01 00:00:00,2016-07-01 00:00:00,2016-08-01 00:00:00,2016-09-01 00:00:00,Average Participation
South Carolina,2660.0,2632.0,2617.0,2558.0,2616.0,2680.0,2581.0,2520.0,2521.0,2562.0,2622.0,2587.0,2596.3333333333335
Tennessee,3934.0,3834.0,3771.0,3719.0,3785.0,3857.0,3897.0,3835.0,3857.0,3810.0,3869.0,3879.0,3837.25
"Choctaw Indians, MS",2.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0,1.0,1.0,3.0,1.0,1.6666666666666667
"Eastern Cherokee, NC",31.0,33.0,30.0,29.0,27.0,28.0,29.0,36.0,26.0,26.0,25.0,22.0,28.5
Illinois,5476.0,5304.0,5205.0,5183.0,5214.0,5262.0,5093.0,4952.0,5039.0,4904.0,5103.0,5034.0,5147.416666666667
Indiana,3591.0,3602.0,3545.0,3601.0,3689.0,3676.0,3641.0,3588.0,3635.0,3696.0,4045.0,4339.0,3720.6666666666665
Michigan,7981.0,7814.0,7565.0,7669.0,7579.0,7773.0,7754.0,7812.0,7738.0,7786.0,7925.0,7840.0,7769.666666666667
Minnesota,3615.0,3590.0,3564.0,3546.0,3553.0,3591.0,3562.0,3560.0,3628.0,3544.0,3620.0,3531.0,3575.3333333333335
Ohio,6818.0,6810.0,9377.0,9218.0,9192.0,9202.0,9170.0,9146.0,9295.0,9166.0,9424.0,9480.0,8858.166666666666
Wisconsin,3335.0,3277.0,3202.0,3222.0,3252.0,3296.0,3296.0,3236.0,3182.0,3159.0,3204.0,3220.0,3240.0833333333335
Arkansas,1954.0,1896.0,1921.0,1909.0,1949.0,2005.0,2027.0,1994.0,2059.0,2032.0,2049.0,2085.0,1990.0
Louisiana,1715.0,1722.0,1741.0,1737.0,1731.0,1767.0,1730.0,1779.0,1850.0,1740.0,1881.0,1900.0,1774.4166666666667
New Mexico,2592.0,2546.0,2532.0,2606.0,2582.0,2589.0,2568.0,2531.0,2614.0,2545.0,2567.0,2531.0,2566.9166666666665
Oklahoma,2947.0,2894.0,2907.0,2917.0,3008.0,3066.0,3024.0,3021.0,3062.0,3022.0,3069.0,2971.0,2992.3333333333335
Texas,,,,,,,,,,,,,0.0
Texas,20944.0,20796.0,20686.0,20694.0,20780.0,20992.0,20626.0,20527.0,20843.0,20610.0,21015.0,20772.0,20773.75
"Acoma, Canoncito & Laguna, NM",24.0,18.0,17.0,17.0,13.0,13.0,19.0,20.0,17.0,17.0,17.0,15.0,17.25
"Eight Northern Pueblos, NM",9.0,12.0,12.0,10.0,11.0,11.0,11.0,10.0,9.0,8.0,8.0,9.0,10.0
"Five Sandoval Pueblos, NM",7.0,9.0,9.0,16.0,16.0,16.0,12.0,15.0,16.0,13.0,15.0,11.0,12.916666666666666
"Isleta Pueblo, NM",44.0,31.0,30.0,36.0,39.0,46.0,40.0,42.0,49.0,49.0,47.0,50.0,41.916666666666664
"San Felipe Pueblo, NM",16.0,18.0,18.0,20.0,23.0,25.0,21.0,22.0,21.0,18.0,16.0,17.0,19.583333333333332
"Santo Domingo Tribe, NM",9.0,10.0,8.0,10.0,9.0,9.0,7.0,7.0,8.0,8.0,9.0,9.0,8.583333333333334
"Zuni Pueblo, NM",50.0,44.0,45.0,39.0,47.0,40.0,40.0,40.0,46.0,44.0,42.0,36.0,42.75
"Cherokee Nation, OK",172.0,166.0,181.0,185.0,169.0,181.0,171.0,176.0,201.0,205.0,211.0,213.0,185.91666666666666
"Chickasaw Nation, OK",126.0,127.0,132.0,129.0,138.0,132.0,150.0,156.0,160.0,155.0,159.0,150.0,142.83333333333334
"Choctaw Nation, OK",111.0,117.0,110.0,114.0,125.0,129.0,123.0,124.0,119.0,132.0,145.0,126.0,122.91666666666667
"Citizen Potawatomi Nation, OK",44.0,42.0,43.0,54.0,49.0,45.0,42.0,33.0,39.0,39.0,39.0,46.0,42.916666666666664
"Inter-Tribal Council, OK",11.0,13.0,13.0,13.0,13.0,12.0,14.0,18.0,19.0,18.0,21.0,20.0,15.416666666666666
"Muscogee Creek Nation, OK",89.0,86.0,94.0,98.0,97.0,92.0,89.0,82.0,75.0,76.0,78.0,91.0,87.25
"Osage Tribal Council, OK",39.0,40.0,41.0,42.0,48.0,48.0,40.0,42.0,45.0,46.0,47.0,48.0,43.833333333333336
"Otoe-Missouria Tribe, OK",19.0,18.0,13.0,18.0,19.0,16.0,16.0,13.0,17.0,18.0,18.0,20.0,17.083333333333332
"Wichita, Caddo & Delaware (WCD), OK",96.0,82.0,96.0,105.0,99.0,98.0,99.0,99.0,115.0,112.0,128.0,110.0,103.25
Colorado,2979.0,4349.0,4270.0,4217.0,4261.0,4311.0,4259.0,4239.0,4256.0,4288.0,4406.0,4393.0,4185.666666666667
Iowa,1337.0,1360.0,1380.0,1354.0,1453.0,1676.0,1941.0,2082.0,2175.0,2121.0,1917.0,2010.0,1733.8333333333333
Kansas,2435.0,2397.0,2436.0,2429.0,2486.0,2483.0,2438.0,2471.0,2442.0,2378.0,2473.0,2277.0,2428.75
Missouri,4677.0,4639.0,4660.0,4601.0,4611.0,4662.0,4576.0,4507.0,4628.0,4592.0,4665.0,4633.0,4620.916666666667
Montana,894.0,890.0,940.0,947.0,964.0,971.0,913.0,917.0,934.0,912.0,942.0,958.0,931.8333333333334
Nebraska,943.0,997.0,1052.0,1080.0,1052.0,1050.0,1034.0,1040.0,1062.0,1069.0,1088.0,1086.0,1046.0833333333333
North Dakota,370.0,369.0,384.0,392.0,413.0,414.0,421.0,419.0,422.0,424.0,425.0,440.0,407.75
South Dakota,707.0,720.0,722.0,730.0,721.0,724.0,714.0,673.0,663.0,642.0,682.0,687.0,698.75
Utah,3682.0,3632.0,3528.0,3482.0,3529.0,3531.0,3533.0,3487.0,3507.0,3425.0,3406.0,3368.0,3509.1666666666665
Wyoming,624.0,632.0,620.0,603.0,644.0,677.0,660.0,677.0,689.0,670.0,662.0,643.0,650.0833333333334
"Ute Mountain Ute Tribe, CO",3.0,2.0,0.0,2.0,3.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.4166666666666667
"Omaha Sioux, NE",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08333333333333333
"Santee Sioux, NE",0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,1.3333333333333333
"Winnebago Tribe, NE",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,0.75
"Standing Rock Sioux Tribe, ND",8.0,7.0,10.0,9.0,10.0,10.0,11.0,10.0,9.0,7.0,12.0,14.0,9.75
"Three Affiliated Tribes, ND",0.0,1.0,1.0,0.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,4.0,1.5833333333333333
"Cheyenne River Sioux, SD",8.0,7.0,8.0,8.0,12.0,11.0,8.0,7.0,7.0,6.0,6.0,4.0,7.666666666666667
"Rosebud Sioux, SD",29.0,26.0,28.0,35.0,32.0,35.0,40.0,46.0,39.0,37.0,39.0,32.0,34.833333333333336
"Northern Arapahoe, WY",14.0,11.0,10.0,7.0,7.0,6.0,7.0,5.0,5.0,5.0,4.0,6.0,7.25
"Shoshone Tribe, WY",6.0,6.0,5.0,5.0,4.0,6.0,9.0,9.0,6.0,6.0,6.0,8.0,6.333333333333333
Mountain Plains,18717.0,20046.0,20054.0,19902.0,20205.0,20573.0,20571.0,20593.0,20848.0,20589.0,20742.0,20566.0,20283.833333333332
Alaska,1183.0,1177.0,1141.0,1169.0,1191.0,1217.0,1201.0,1174.0,1197.0,1181.0,1149.0,1145.0,1177.0833333333333
American Samoa,73.0,68.0,72.0,78.0,78.0,81.0,74.0,69.0,68.0,65.0,55.0,54.0,69.58333333333333
Arizona,4312.0,4195.0,4162.0,4117.0,4149.0,4108.0,4070.0,4079.0,4047.0,3985.0,4066.0,4037.0,4110.583333333333
California,53525.0,51804.0,51629.0,51819.0,51728.0,52026.0,50935.0,50868.0,50923.0,49703.0,51138.0,50482.0,51381.666666666664
Guam,292.0,304.0,280.0,268.0,287.0,289.0,328.0,316.0,310.0,266.0,264.0,262.0,288.8333333333333
Hawaii,1616.0,1637.0,1687.0,1744.0,1743.0,1791.0,1737.0,1741.0,1707.0,1621.0,1668.0,1676.0,1697.3333333333333
Idaho,3069.0,3028.0,3070.0,3024.0,3013.0,3074.0,3058.0,3015.0,3015.0,3004.0,3009.0,3068.0,3037.25
Nevada,2669.0,2595.0,2590.0,2567.0,2647.0,2678.0,2673.0,2659.0,2661.0,2705.0,2719.0,2687.0,2654.1666666666665
Oregon,6886.0,6854.0,6761.0,6380.0,5956.0,5894.0,6003.0,6043.0,6034.0,5995.0,6089.0,5987.0,6240.166666666667
Washington,9812.0,9523.0,9500.0,9519.0,9495.0,9745.0,9534.0,9406.0,9528.0,9235.0,9359.0,9425.0,9506.75
Northern Marianas,71.0,59.0,63.0,65.0,76.0,71.0,70.0,73.0,67.0,61.0,70.0,74.0,68.33333333333333
"Inter-Tribal Council, AZ",345.0,345.0,332.0,340.0,349.0,364.0,359.0,362.0,348.0,337.0,352.0,332.0,347.0833333333333
"Navajo Nation, AZ",384.0,387.0,392.0,388.0,384.0,381.0,361.0,361.0,382.0,393.0,395.0,384.0,382.6666666666667
"Inter-Tribal Council, NV",85.0,83.0,72.0,73.0,75.0,75.0,76.0,74.0,83.0,85.0,75.0,74.0,77.5
