State Agency or Indian Tribal Organization,2015-10-01 00:00:00,2015-11-01 00:00:00,2015-12-01 00:00:00,2016-01-01 00:00:00,2016-02-01 00:00:00,2016-03-01 00:00:00,2016-04-01 00:00:00,2016-05-01 00:00:00,2016-06-01 00:00:00,2016-07-01 00:00:00,2016-08-01 00:00:00,2016-09-01 00:00:00,Average Participation
Arizona,12359.0,12117.0,12165.0,12077.0,11860.0,11822.0,11587.0,11516.0,11352.0,11239.0,11610.0,11411.0,11759.583333333334
California,99818.0,96768.0,96884.0,96815.0,96047.0,96494.0,95322.0,94837.0,94828.0,93213.0,95524.0,94967.0,95959.75
Guam,579.0,567.0,539.0,523.0,546.0,584.0,627.0,596.0,608.0,561.0,556.0,570.0,571.3333333333334
Hawaii,3021.0,3053.0,3124.0,3121.0,3119.0,3213.0,3169.0,3166.0,3150.0,3056.0,3131.0,3092.0,3117.9166666666665
Idaho,3669.0,3626.0,3640.0,3611.0,3578.0,3636.0,3616.0,3532.0,3539.0,3513.0,3531.0,3570.0,3588.4166666666665
Nevada,5309.0,5204.0,5142.0,5078.0,5101.0,5091.0,5037.0,4907.0,5074.0,5088.0,5192.0,5221.0,5120.333333333333
Oregon,8798.0,8618.0,8529.0,8406.0,8223.0,8300.0,8337.0,8413.0,8456.0,8353.0,8488.0,8364.0,8440.416666666666
Washington,15576.0,15130.0,15113.0,15095.0,14978.0,15495.0,15246.0,15090.0,15308.0,14995.0,15257.0,15390.0,15222.75
Northern Marianas,224.0,214.0,219.0,219.0,235.0,229.0,237.0,246.0,238.0,234.0,250.0,245.0,232.5
"Inter-Tribal Council, AZ",448.0,449.0,457.0,469.0,472.0,483.0,487.0,458.0,481.0,482.0,480.0,473.0,469.9166666666667
"Navajo Nation, AZ",776.0,786.0,771.0,785.0,748.0,753.0,736.0,730.0,747.0,760.0,763.0,732.0,757.25
"Inter-Tribal Council, NV",81.0,90.0,78.0,86.0,80.0,88.0,89.0,83.0,87.0,86.0,93.0,83.0,85.33333333333333
