State Agency or Indian Tribal Organization,2015-10-01 00:00:00,2015-11-01 00:00:00,2015-12-01 00:00:00,2016-01-01 00:00:00,2016-02-01 00:00:00,2016-03-01 00:00:00,2016-04-01 00:00:00,2016-05-01 00:00:00,2016-06-01 00:00:00,2016-07-01 00:00:00,2016-08-01 00:00:00,2016-09-01 00:00:00,Average Participation
South Carolina,24290.0,24230.0,24037.0,23745.0,23721.0,23911.0,23677.0,23585.0,23690.0,23555.0,23674.0,23463.0,23798.166666666668
Tennessee,33435.0,32899.0,32707.0,32224.0,31946.0,32146.0,32086.0,32069.0,32114.0,31831.0,32045.0,32034.0,32294.666666666668
"Choctaw Indians, MS",171.0,156.0,153.0,160.0,164.0,156.0,150.0,157.0,142.0,140.0,146.0,149.0,153.66666666666666
"Eastern Cherokee, NC",95.0,94.0,89.0,91.0,94.0,96.0,95.0,93.0,96.0,96.0,98.0,100.0,94.75
Illinois,49093.0,48132.0,48000.0,47650.0,46871.0,47377.0,46759.0,46584.0,46741.0,46001.0,46504.0,45812.0,47127.0
Indiana,31305.0,30994.0,30811.0,30695.0,30116.0,30233.0,29982.0,29943.0,29942.0,29760.0,29699.0,29314.0,30232.833333333332
Michigan,46765.0,46301.0,45943.0,45795.0,45488.0,45454.0,45291.0,45143.0,45091.0,45100.0,44796.0,44537.0,45475.333333333336
Minnesota,17007.0,16905.0,16925.0,16812.0,16557.0,16858.0,16779.0,16749.0,16649.0,16522.0,16643.0,16580.0,16748.833333333332
Ohio,61423.0,61116.0,64090.0,63120.0,62755.0,62560.0,61963.0,61894.0,62216.0,61490.0,62385.0,62477.0,62290.75
Wisconsin,19189.0,19045.0,19123.0,18937.0,18682.0,18726.0,18739.0,18780.0,18799.0,18587.0,18705.0,18647.0,18829.916666666668
Arkansas,20483.0,20439.0,20424.0,20162.0,19978.0,20183.0,19905.0,19977.0,19981.0,19828.0,19938.0,19706.0,20083.666666666668
Louisiana,33623.0,33348.0,33233.0,33279.0,33273.0,33073.0,32742.0,32876.0,32896.0,32679.0,32753.0,32320.0,33007.916666666664
New Mexico,8572.0,8603.0,8429.0,8354.0,8244.0,8022.0,7818.0,7886.0,8181.0,8204.0,8276.0,8291.0,8240.0
Oklahoma,17649.0,17331.0,17082.0,17080.0,16838.0,16956.0,16744.0,16813.0,17173.0,17285.0,17513.0,17453.0,17159.75
Texas,,,,,,,,,,,,,0.0
Texas,114787.0,112527.0,111589.0,110257.0,108955.0,108929.0,107503.0,106982.0,108400.0,106815.0,108764.0,108474.0,109498.5
"Acoma, Canoncito & Laguna, NM",44.0,47.0,56.0,55.0,52.0,51.0,52.0,54.0,53.0,50.0,50.0,48.0,51.0
"Eight Northern Pueblos, NM",36.0,40.0,50.0,51.0,52.0,49.0,47.0,51.0,50.0,51.0,57.0,57.0,49.25
"Five Sandoval Pueblos, NM",54.0,56.0,52.0,48.0,52.0,56.0,48.0,53.0,53.0,55.0,56.0,52.0,52.916666666666664
"Isleta Pueblo, NM",219.0,211.0,214.0,203.0,205.0,187.0,195.0,193.0,183.0,195.0,199.0,220.0,202.0
"San Felipe Pueblo, NM",30.0,32.0,33.0,36.0,36.0,34.0,34.0,29.0,34.0,36.0,41.0,44.0,34.916666666666664
"Santo Domingo Tribe, NM",20.0,26.0,22.0,20.0,18.0,19.0,24.0,25.0,19.0,18.0,19.0,19.0,20.75
"Zuni Pueblo, NM",53.0,46.0,39.0,32.0,32.0,39.0,43.0,41.0,45.0,46.0,45.0,42.0,41.916666666666664
"Cherokee Nation, OK",1663.0,1670.0,1672.0,1661.0,1631.0,1650.0,1616.0,1629.0,1696.0,1712.0,1709.0,1682.0,1665.9166666666667
"Chickasaw Nation, OK",703.0,709.0,710.0,721.0,727.0,710.0,730.0,743.0,745.0,734.0,747.0,768.0,728.9166666666666
"Choctaw Nation, OK",760.0,751.0,749.0,768.0,760.0,774.0,811.0,824.0,828.0,814.0,840.0,845.0,793.6666666666666
"Citizen Potawatomi Nation, OK",255.0,245.0,239.0,242.0,261.0,270.0,276.0,270.0,269.0,265.0,282.0,292.0,263.8333333333333
"Inter-Tribal Council, OK",180.0,165.0,164.0,159.0,154.0,153.0,149.0,147.0,139.0,149.0,145.0,144.0,154.0
"Muscogee Creek Nation, OK",494.0,498.0,505.0,511.0,504.0,503.0,488.0,480.0,492.0,482.0,469.0,468.0,491.1666666666667
"Osage Tribal Council, OK",746.0,738.0,727.0,720.0,729.0,742.0,758.0,746.0,734.0,724.0,751.0,747.0,738.5
"Otoe-Missouria Tribe, OK",98.0,95.0,84.0,97.0,96.0,88.0,88.0,89.0,85.0,80.0,93.0,92.0,90.41666666666667
"Wichita, Caddo & Delaware (WCD), OK",717.0,706.0,699.0,722.0,718.0,734.0,732.0,749.0,754.0,740.0,743.0,723.0,728.0833333333334
Colorado,14859.0,14570.0,14450.0,14380.0,14349.0,14376.0,14233.0,14181.0,14184.0,13910.0,14082.0,14089.0,14305.25
Iowa,11554.0,11576.0,11437.0,11340.0,11339.0,11434.0,11179.0,11153.0,11164.0,10910.0,10913.0,10984.0,11248.583333333334
Kansas,11061.0,10860.0,10912.0,10836.0,10650.0,10548.0,10621.0,10564.0,10586.0,10323.0,10469.0,9796.0,10602.166666666666
Missouri,28408.0,27945.0,27921.0,27556.0,27197.0,27412.0,27005.0,26779.0,26808.0,26596.0,26816.0,26611.0,27254.5
Montana,3138.0,3160.0,3171.0,3133.0,3106.0,3127.0,3109.0,3084.0,3089.0,3045.0,3038.0,3064.0,3105.3333333333335
Nebraska,6507.0,6478.0,6459.0,6422.0,6357.0,6390.0,6282.0,6202.0,6235.0,6078.0,6095.0,6134.0,6303.25
North Dakota,1964.0,1985.0,2026.0,2043.0,2056.0,2072.0,2071.0,2036.0,2082.0,2047.0,2041.0,2036.0,2038.25
South Dakota,3098.0,3070.0,3061.0,3058.0,2980.0,2993.0,3010.0,3013.0,2986.0,2973.0,3043.0,3035.0,3026.6666666666665
Utah,8099.0,8068.0,7918.0,7994.0,8025.0,7982.0,7944.0,7885.0,7854.0,7661.0,7677.0,7665.0,7897.666666666667
Wyoming,1647.0,1608.0,1636.0,1669.0,1660.0,1816.0,1792.0,1719.0,1715.0,1683.0,1715.0,1727.0,1698.9166666666667
"Ute Mountain Ute Tribe, CO",50.0,48.0,42.0,47.0,47.0,45.0,43.0,39.0,47.0,43.0,42.0,46.0,44.916666666666664
"Omaha Sioux, NE",58.0,50.0,54.0,50.0,49.0,49.0,46.0,48.0,46.0,56.0,63.0,66.0,52.916666666666664
"Santee Sioux, NE",21.0,26.0,24.0,28.0,25.0,31.0,33.0,31.0,31.0,29.0,30.0,31.0,28.333333333333332
"Winnebago Tribe, NE",49.0,48.0,50.0,50.0,48.0,49.0,53.0,53.0,54.0,57.0,56.0,53.0,51.666666666666664
"Standing Rock Sioux Tribe, ND",152.0,150.0,131.0,140.0,125.0,116.0,113.0,108.0,111.0,125.0,132.0,129.0,127.66666666666667
"Three Affiliated Tribes, ND",70.0,67.0,72.0,76.0,78.0,76.0,75.0,87.0,94.0,97.0,97.0,96.0,82.08333333333333
"Cheyenne River Sioux, SD",125.0,130.0,126.0,127.0,122.0,120.0,120.0,121.0,127.0,123.0,124.0,115.0,123.33333333333333
"Rosebud Sioux, SD",214.0,217.0,217.0,220.0,214.0,217.0,214.0,208.0,202.0,196.0,201.0,200.0,210.0
"Northern Arapahoe, WY",87.0,83.0,85.0,87.0,86.0,89.0,88.0,87.0,82.0,74.0,71.0,72.0,82.58333333333333
"Shoshone Tribe, WY",48.0,56.0,43.0,46.0,42.0,45.0,46.0,46.0,45.0,43.0,41.0,45.0,45.5
Mountain Plains,91209.0,90195.0,89835.0,89302.0,88555.0,88987.0,88077.0,87444.0,87542.0,86069.0,86746.0,85994.0,88329.58333333333
Alaska,2504.0,2464.0,2467.0,2459.0,2416.0,2500.0,2493.0,2485.0,2511.0,2430.0,2395.0,2359.0,2456.9166666666665
American Samoa,442.0,448.0,457.0,474.0,470.0,467.0,460.0,475.0,477.0,462.0,467.0,453.0,462.6666666666667
Arizona,26724.0,26213.0,26085.0,25799.0,25459.0,25781.0,25803.0,25901.0,25856.0,25612.0,25796.0,25596.0,25885.416666666668
California,151704.0,148571.0,148605.0,148203.0,146550.0,147397.0,146292.0,146185.0,146131.0,145133.0,145903.0,144066.0,147061.66666666666
Guam,1221.0,1191.0,1210.0,1239.0,1246.0,1235.0,1230.0,1204.0,1187.0,1210.0,1234.0,1209.0,1218.0
Hawaii,4620.0,4643.0,4634.0,4617.0,4622.0,4635.0,4596.0,4563.0,4561.0,4563.0,4702.0,4683.0,4619.916666666667
Idaho,5428.0,5362.0,5329.0,5241.0,5152.0,5137.0,5138.0,5086.0,4991.0,4918.0,4887.0,4750.0,5118.25
Nevada,11825.0,11617.0,11520.0,11603.0,11493.0,11556.0,11495.0,11493.0,11509.0,11453.0,11367.0,11292.0,11518.583333333334
Oregon,12353.0,12193.0,12152.0,11913.0,11833.0,11993.0,12028.0,12026.0,12074.0,11994.0,12048.0,11843.0,12037.5
Washington,20523.0,20113.0,20270.0,20033.0,19732.0,20023.0,19737.0,19694.0,19848.0,19560.0,19727.0,19325.0,19882.083333333332
Northern Marianas,301.0,317.0,322.0,333.0,334.0,349.0,343.0,347.0,339.0,343.0,341.0,339.0,334.0
"Inter-Tribal Council, AZ",1676.0,1645.0,1697.0,1677.0,1615.0,1637.0,1630.0,1681.0,1735.0,1730.0,1741.0,1612.0,1673.0
"Navajo Nation, AZ",1117.0,1123.0,1110.0,1084.0,1027.0,1035.0,995.0,989.0,998.0,1002.0,1008.0,950.0,1036.5
"Inter-Tribal Council, NV",250.0,242.0,240.0,244.0,231.0,223.0,227.0,233.0,228.0,225.0,222.0,218.0,231.91666666666666
