State Agency or Indian Tribal Organization,2013-10-01 00:00:00,2013-11-01 00:00:00,2013-12-01 00:00:00,2014-01-01 00:00:00,2014-02-01 00:00:00,2014-03-01 00:00:00,2014-04-01 00:00:00,2014-05-01 00:00:00,2014-06-01 00:00:00,2014-07-01 00:00:00,2014-08-01 00:00:00,2014-09-01 00:00:00,Average Participation
Iowa,12409.0,12118.0,12235.0,12365.0,12183.0,12234.0,12096.0,12033.0,12165.0,12177.0,12105.0,12117.0,12186.416666666666
Kansas,12550.0,11968.0,11929.0,12282.0,12025.0,11929.0,12004.0,12146.0,12067.0,12177.0,11992.0,12000.0,12089.083333333334
Missouri,29829.0,29354.0,29141.0,29709.0,29433.0,29645.0,30075.0,30161.0,29966.0,30036.0,29746.0,29561.0,29721.333333333332
Montana,3202.0,3029.0,3050.0,3225.0,3215.0,3291.0,3240.0,3266.0,3255.0,3274.0,3206.0,3200.0,3204.4166666666665
Nebraska,6777.0,6543.0,6549.0,6666.0,6581.0,6544.0,6678.0,6720.0,6754.0,6781.0,6742.0,6661.0,6666.333333333333
North Dakota,2161.0,2096.0,2052.0,2093.0,2031.0,2037.0,2116.0,2124.0,2077.0,2118.0,2072.0,2088.0,2088.75
South Dakota,3261.0,3288.0,3256.0,3328.0,3330.0,3289.0,3292.0,3287.0,3280.0,3286.0,3231.0,3269.0,3283.0833333333335
Utah,8697.0,8515.0,8457.0,8644.0,8616.0,8556.0,8524.0,8445.0,8501.0,8490.0,8494.0,8544.0,8540.25
Wyoming,1895.0,1864.0,1837.0,1847.0,1848.0,1839.0,1841.0,1762.0,1758.0,1729.0,1768.0,1765.0,1812.75
"Ute Mountain Ute Tribe, CO",34.0,36.0,34.0,39.0,36.0,36.0,38.0,39.0,42.0,40.0,42.0,42.0,38.166666666666664
"Omaha Sioux, NE",52.0,57.0,53.0,56.0,52.0,58.0,59.0,62.0,60.0,67.0,64.0,59.0,58.25
"Santee Sioux, NE",24.0,29.0,30.0,30.0,27.0,27.0,26.0,28.0,24.0,27.0,28.0,27.0,27.25
"Winnebago Tribe, NE",60.0,65.0,61.0,59.0,56.0,63.0,59.0,59.0,58.0,56.0,60.0,65.0,60.083333333333336
"Standing Rock Sioux Tribe, ND",156.0,147.0,138.0,149.0,144.0,152.0,153.0,149.0,150.0,159.0,154.0,158.0,150.75
"Three Affiliated Tribes, ND",85.0,83.0,72.0,79.0,75.0,79.0,73.0,82.0,72.0,79.0,79.0,72.0,77.5
"Cheyenne River Sioux, SD",120.0,117.0,121.0,121.0,128.0,115.0,117.0,124.0,127.0,132.0,134.0,130.0,123.83333333333333
"Rosebud Sioux, SD",189.0,183.0,182.0,186.0,178.0,183.0,169.0,145.0,160.0,155.0,166.0,169.0,172.08333333333334
"Northern Arapahoe, WY",100.0,89.0,89.0,86.0,84.0,88.0,90.0,93.0,97.0,89.0,83.0,81.0,89.08333333333333
"Shoshone Tribe, WY",32.0,32.0,29.0,31.0,32.0,37.0,36.0,32.0,24.0,24.0,24.0,32.0,30.416666666666668
Mountain Plains,96981.0,94624.0,94220.0,96223.0,95229.0,95472.0,96238.0,96243.0,95983.0,96205.0,95514.0,95337.0,95689.08333333333
Alaska,3054.0,2934.0,2840.0,2807.0,2738.0,2729.0,2703.0,2701.0,2647.0,2704.0,2638.0,2585.0,2756.6666666666665
American Samoa,409.0,407.0,411.0,412.0,414.0,417.0,387.0,383.0,372.0,383.0,378.0,387.0,396.6666666666667
Arizona,28669.0,27543.0,28042.0,28571.0,27816.0,27969.0,28001.0,28155.0,28247.0,28221.0,28020.0,27703.0,28079.75
California,167324.0,163013.0,163240.0,165789.0,161911.0,163202.0,163067.0,162063.0,161603.0,163191.0,161657.0,160210.0,163022.5
Guam,1355.0,1342.0,1316.0,1286.0,1326.0,1353.0,1342.0,1335.0,1334.0,1315.0,1298.0,1312.0,1326.1666666666667
Hawaii,5747.0,5669.0,5522.0,5524.0,5416.0,5353.0,5363.0,5304.0,5239.0,5348.0,5261.0,5236.0,5415.166666666667
Idaho,5796.0,5686.0,5662.0,5729.0,5682.0,5599.0,5544.0,5512.0,5478.0,5460.0,5481.0,5487.0,5593.0
Nevada,12525.0,12364.0,12228.0,12266.0,12162.0,12226.0,12147.0,12204.0,12169.0,12241.0,12296.0,12238.0,12255.5
Oregon,13649.0,13342.0,13265.0,13406.0,13164.0,13154.0,13163.0,13077.0,13072.0,13163.0,13006.0,12970.0,13202.583333333334
Washington,22831.0,22197.0,22214.0,22649.0,22040.0,21670.0,21835.0,21695.0,21459.0,21570.0,21139.0,21306.0,21883.75
Northern Marianas,416.0,413.0,426.0,406.0,407.0,419.0,421.0,426.0,408.0,400.0,391.0,385.0,409.8333333333333
"Inter-Tribal Council, AZ",1918.0,1735.0,1774.0,1871.0,1794.0,1830.0,1818.0,1822.0,1834.0,1863.0,1840.0,1802.0,1825.0833333333333
"Navajo Nation, AZ",1266.0,1191.0,1166.0,1206.0,1167.0,1180.0,1199.0,1213.0,1185.0,1168.0,1201.0,1164.0,1192.1666666666667
"Inter-Tribal Council, NV",195.0,203.0,201.0,225.0,222.0,221.0,228.0,241.0,239.0,241.0,239.0,230.0,223.75
