State Agency or Indian Tribal Organization,2013-10-01 00:00:00,2013-11-01 00:00:00,2013-12-01 00:00:00,2014-01-01 00:00:00,2014-02-01 00:00:00,2014-03-01 00:00:00,2014-04-01 00:00:00,2014-05-01 00:00:00,2014-06-01 00:00:00,2014-07-01 00:00:00,2014-08-01 00:00:00,2014-09-01 00:00:00,Average Participation
New Jersey,4565.0,4357.0,4366.0,4370.0,4316.0,4369.0,4340.0,4446.0,4375.0,4424.0,4420.0,4457.0,4400.416666666667
Pennsylvania,10033.0,9680.0,9555.0,9526.0,9328.0,9394.0,9578.0,9586.0,10115.0,9878.0,10263.0,10032.0,9747.333333333334
Puerto Rico,3907.0,3615.0,3630.0,3711.0,3746.0,4021.0,4077.0,3958.0,4049.0,4018.0,4076.0,4192.0,3916.6666666666665
Virginia,3649.0,3571.0,3470.0,3443.0,3455.0,3464.0,3363.0,3300.0,3359.0,3502.0,3615.0,3732.0,3493.5833333333335
Virgin Islands,61.0,63.0,65.0,64.0,59.0,65.0,62.0,51.0,55.0,56.0,73.0,71.0,62.083333333333336
West Virginia,1170.0,1168.0,1146.0,1144.0,1127.0,1169.0,1202.0,1198.0,1172.0,1144.0,1152.0,1105.0,1158.0833333333333
Alabama,1532.0,1320.0,1412.0,1501.0,1501.0,1519.0,1614.0,1581.0,1572.0,1622.0,1640.0,1695.0,1542.4166666666667
Florida,14187.0,13893.0,13464.0,13478.0,13081.0,12983.0,12922.0,12862.0,13007.0,13132.0,13280.0,13465.0,13312.833333333334
Georgia,6827.0,6632.0,6578.0,6311.0,5899.0,5808.0,5805.0,5799.0,5819.0,5748.0,5806.0,5802.0,6069.5
Kentucky,2206.0,2181.0,2117.0,2105.0,2147.0,2215.0,2200.0,2218.0,2159.0,2189.0,2238.0,2324.0,2191.5833333333335
Mississippi,761.0,723.0,750.0,753.0,740.0,750.0,776.0,772.0,786.0,782.0,792.0,802.0,765.5833333333334
North Carolina,7659.0,7556.0,7496.0,7569.0,7599.0,7739.0,7699.0,7597.0,7408.0,7541.0,7658.0,7615.0,7594.666666666667
South Carolina,2404.0,2345.0,2326.0,2352.0,2323.0,2326.0,2286.0,2349.0,2389.0,2461.0,2575.0,2660.0,2399.6666666666665
Tennessee,4268.0,4197.0,4181.0,4164.0,4195.0,4224.0,4239.0,4297.0,4319.0,4334.0,4311.0,4302.0,4252.583333333333
"Choctaw Indians, MS",3.0,3.0,5.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.25
"Eastern Cherokee, NC",25.0,22.0,22.0,23.0,25.0,34.0,34.0,35.0,28.0,28.0,24.0,28.0,27.333333333333332
Illinois,5441.0,5292.0,5260.0,5233.0,5349.0,5419.0,5469.0,5434.0,5484.0,5535.0,5500.0,5616.0,5419.333333333333
Indiana,3934.0,3865.0,3774.0,3726.0,3786.0,3754.0,3716.0,3810.0,3818.0,3786.0,3845.0,3904.0,3809.8333333333335
Michigan,6523.0,6601.0,6433.0,6425.0,6387.0,6594.0,6634.0,6787.0,6760.0,6791.0,6951.0,6877.0,6646.916666666667
Minnesota,4130.0,4083.0,3984.0,3986.0,3991.0,4086.0,4127.0,4089.0,4089.0,4049.0,4061.0,4170.0,4070.4166666666665
Ohio,5446.0,5434.0,5369.0,5314.0,5287.0,5435.0,5491.0,5467.0,5502.0,5568.0,5664.0,5826.0,5483.583333333333
Wisconsin,3473.0,3518.0,3374.0,3404.0,3424.0,3490.0,3533.0,3507.0,3458.0,3566.0,3504.0,3520.0,3480.9166666666665
Arkansas,1779.0,1751.0,1742.0,1838.0,1788.0,1840.0,1909.0,1915.0,1876.0,1951.0,1911.0,1934.0,1852.8333333333333
Louisiana,1612.0,1528.0,1532.0,1561.0,1580.0,1650.0,1720.0,1725.0,1705.0,1724.0,1722.0,1779.0,1653.1666666666667
New Mexico,2406.0,2262.0,2256.0,2389.0,2418.0,2497.0,2492.0,2467.0,2439.0,2447.0,2376.0,2493.0,2411.8333333333335
Oklahoma,2771.0,2656.0,2598.0,2748.0,2762.0,2749.0,2743.0,2793.0,2771.0,2807.0,2899.0,3048.0,2778.75
Texas,,,,,,,,,,,,,0.0
Texas,18489.0,18393.0,18203.0,18476.0,18516.0,18761.0,18834.0,18786.0,18823.0,19063.0,19334.0,19610.0,18774.0
"Acoma, Canoncito & Laguna, NM",32.0,35.0,39.0,35.0,29.0,35.0,34.0,34.0,36.0,35.0,35.0,37.0,34.666666666666664
"Eight Northern Pueblos, NM",12.0,10.0,12.0,7.0,8.0,11.0,11.0,9.0,9.0,9.0,6.0,7.0,9.25
"Five Sandoval Pueblos, NM",11.0,10.0,10.0,10.0,12.0,11.0,8.0,8.0,11.0,13.0,10.0,12.0,10.5
"Isleta Pueblo, NM",47.0,49.0,45.0,49.0,42.0,44.0,53.0,37.0,53.0,48.0,50.0,43.0,46.666666666666664
"San Felipe Pueblo, NM",20.0,21.0,17.0,19.0,17.0,16.0,13.0,22.0,18.0,18.0,17.0,15.0,17.75
"Santo Domingo Tribe, NM",12.0,9.0,10.0,8.0,11.0,14.0,12.0,14.0,13.0,13.0,13.0,14.0,11.916666666666666
"Zuni Pueblo, NM",66.0,55.0,57.0,65.0,69.0,68.0,65.0,66.0,77.0,66.0,81.0,65.0,66.66666666666667
"Cherokee Nation, OK",134.0,132.0,125.0,138.0,144.0,140.0,142.0,152.0,155.0,145.0,154.0,157.0,143.16666666666666
"Chickasaw Nation, OK",154.0,150.0,145.0,158.0,142.0,151.0,152.0,151.0,151.0,147.0,152.0,142.0,149.58333333333334
"Choctaw Nation, OK",75.0,71.0,74.0,71.0,73.0,80.0,75.0,77.0,88.0,87.0,93.0,107.0,80.91666666666667
"Citizen Potawatomi Nation, OK",38.0,34.0,29.0,31.0,35.0,38.0,43.0,46.0,47.0,44.0,43.0,40.0,39.0
"Inter-Tribal Council, OK",19.0,21.0,17.0,18.0,21.0,21.0,19.0,22.0,18.0,19.0,23.0,26.0,20.333333333333332
"Muscogee Creek Nation, OK",80.0,70.0,73.0,81.0,89.0,84.0,77.0,74.0,71.0,72.0,80.0,81.0,77.66666666666667
"Osage Tribal Council, OK",52.0,55.0,44.0,49.0,43.0,50.0,46.0,42.0,40.0,46.0,50.0,52.0,47.416666666666664
"Otoe-Missouria Tribe, OK",12.0,12.0,8.0,11.0,10.0,11.0,12.0,11.0,14.0,17.0,21.0,19.0,13.166666666666666
"Wichita, Caddo & Delaware (WCD), OK",110.0,104.0,100.0,107.0,95.0,104.0,102.0,100.0,99.0,91.0,102.0,107.0,101.75
Colorado,4489.0,4283.0,4258.0,4374.0,4408.0,4502.0,4610.0,4599.0,4621.0,4647.0,4729.0,4793.0,4526.083333333333
Iowa,1867.0,1812.0,1772.0,1824.0,1809.0,1828.0,1879.0,1880.0,1870.0,1930.0,1914.0,1973.0,1863.1666666666667
Kansas,2147.0,2102.0,2078.0,2123.0,2113.0,2175.0,2225.0,2192.0,2209.0,2222.0,2250.0,2285.0,2176.75
Missouri,4296.0,4230.0,4177.0,4141.0,4129.0,4210.0,4208.0,4288.0,4238.0,4238.0,4323.0,4336.0,4234.5
Montana,1063.0,1001.0,996.0,1012.0,1012.0,1045.0,1071.0,1018.0,1022.0,1003.0,1020.0,994.0,1021.4166666666666
Nebraska,1144.0,1142.0,1124.0,1158.0,1105.0,1128.0,1138.0,1156.0,1127.0,1202.0,1204.0,1246.0,1156.1666666666667
North Dakota,400.0,387.0,392.0,393.0,377.0,395.0,406.0,395.0,417.0,404.0,409.0,417.0,399.3333333333333
South Dakota,668.0,673.0,651.0,689.0,694.0,712.0,677.0,683.0,673.0,688.0,673.0,637.0,676.5
Utah,4201.0,4130.0,4047.0,4113.0,4185.0,4223.0,4244.0,4169.0,4124.0,4091.0,4110.0,4183.0,4151.666666666667
Wyoming,632.0,603.0,613.0,628.0,609.0,630.0,618.0,606.0,585.0,606.0,588.0,609.0,610.5833333333334
"Ute Mountain Ute Tribe, CO",9.0,9.0,9.0,9.0,7.0,7.0,4.0,4.0,3.0,2.0,2.0,4.0,5.75
"Omaha Sioux, NE",0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5
"Santee Sioux, NE",0.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.5833333333333333
"Winnebago Tribe, NE",2.0,2.0,4.0,6.0,4.0,7.0,9.0,7.0,8.0,7.0,7.0,8.0,5.916666666666667
"Standing Rock Sioux Tribe, ND",5.0,2.0,2.0,5.0,6.0,5.0,8.0,8.0,6.0,9.0,11.0,10.0,6.416666666666667
"Three Affiliated Tribes, ND",2.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,0.0,1.0,2.0,4.0,2.4166666666666665
"Cheyenne River Sioux, SD",9.0,9.0,9.0,8.0,9.0,8.0,14.0,14.0,17.0,16.0,15.0,18.0,12.166666666666666
"Rosebud Sioux, SD",46.0,42.0,46.0,45.0,50.0,55.0,53.0,51.0,48.0,47.0,52.0,48.0,48.583333333333336
"Northern Arapahoe, WY",8.0,9.0,9.0,12.0,11.0,10.0,14.0,15.0,13.0,13.0,15.0,12.0,11.75
"Shoshone Tribe, WY",6.0,5.0,5.0,6.0,7.0,8.0,9.0,7.0,5.0,3.0,4.0,6.0,5.916666666666667
Mountain Plains,20994.0,20445.0,20198.0,20554.0,20539.0,20954.0,21192.0,21094.0,20988.0,21131.0,21330.0,21587.0,20917.166666666668
Alaska,1324.0,1260.0,1139.0,1129.0,1117.0,1144.0,1139.0,1150.0,1171.0,1187.0,1187.0,1180.0,1177.25
American Samoa,91.0,90.0,90.0,104.0,109.0,112.0,112.0,119.0,110.0,108.0,106.0,102.0,104.41666666666667
Arizona,4076.0,3760.0,3861.0,4091.0,3916.0,3986.0,4018.0,3990.0,3971.0,4065.0,4148.0,4187.0,4005.75
California,61598.0,59669.0,61957.0,63298.0,60279.0,59664.0,59749.0,58395.0,57843.0,58931.0,58973.0,58932.0,59940.666666666664
Guam,224.0,226.0,227.0,214.0,238.0,250.0,257.0,275.0,278.0,297.0,301.0,309.0,258.0
Hawaii,1888.0,1865.0,1797.0,1819.0,1724.0,1728.0,1771.0,1763.0,1846.0,1814.0,1781.0,1810.0,1800.5
Idaho,2581.0,2542.0,2522.0,2542.0,2574.0,2614.0,2615.0,2635.0,2642.0,2668.0,2624.0,2668.0,2602.25
Nevada,2214.0,2234.0,2234.0,2337.0,2397.0,2434.0,2405.0,2424.0,2393.0,2480.0,2530.0,2524.0,2383.8333333333335
Oregon,7284.0,7036.0,7017.0,7228.0,7130.0,7259.0,7361.0,7447.0,7446.0,7482.0,7430.0,7477.0,7299.75
Washington,10211.0,9823.0,9791.0,10190.0,10192.0,10221.0,10315.0,10249.0,10334.0,10519.0,10506.0,10599.0,10245.833333333334
Northern Marianas,75.0,78.0,77.0,73.0,75.0,82.0,75.0,75.0,76.0,70.0,70.0,76.0,75.16666666666667
"Inter-Tribal Council, AZ",238.0,224.0,226.0,243.0,234.0,233.0,249.0,276.0,276.0,294.0,293.0,292.0,256.5
"Navajo Nation, AZ",369.0,379.0,387.0,408.0,401.0,398.0,383.0,407.0,424.0,434.0,439.0,434.0,405.25
"Inter-Tribal Council, NV",63.0,55.0,51.0,56.0,64.0,63.0,60.0,61.0,67.0,76.0,79.0,80.0,64.58333333333333
