State Agency or Indian Tribal Organization,2013-10-01 00:00:00,2013-11-01 00:00:00,2013-12-01 00:00:00,2014-01-01 00:00:00,2014-02-01 00:00:00,2014-03-01 00:00:00,2014-04-01 00:00:00,2014-05-01 00:00:00,2014-06-01 00:00:00,2014-07-01 00:00:00,2014-08-01 00:00:00,2014-09-01 00:00:00,Average Participation
Wisconsin,26379.0,26086.0,25756.0,25759.0,25464.0,25576.0,25736.0,25842.0,25728.0,25960.0,25845.0,25997.0,25844
Arkansas,23198.0,22640.0,22549.0,23051.0,22784.0,22996.0,23345.0,23448.0,23338.0,23414.0,23141.0,23102.0,23083.833333333332
Louisiana,37788.0,35631.0,35838.0,36591.0,36571.0,37040.0,37716.0,37597.0,37723.0,38146.0,37795.0,38118.0,37212.833333333336
New Mexico,13396.0,12989.0,12974.0,13195.0,13159.0,13286.0,13204.0,13149.0,13174.0,13237.0,12958.0,13159.0,13156.666666666666
Oklahoma,22188.0,21596.0,21404.0,22100.0,21735.0,21504.0,21856.0,22034.0,21954.0,22125.0,22159.0,22318.0,21914.416666666668
Texas,,,,,,,,,,,,, 
Texas,225187.0,221026.0,220602.0,222646.0,221141.0,221414.0,221651.0,221651.0,221671.0,223559.0,222752.0,223488.0,222232.33333333334
"Acoma, Canoncito & Laguna, NM",99.0,98.0,106.0,118.0,105.0,109.0,106.0,118.0,106.0,109.0,106.0,107.0,107.25
"Eight Northern Pueblos, NM",56.0,57.0,56.0,59.0,59.0,64.0,60.0,63.0,58.0,54.0,47.0,55.0,57.333333333333336
"Five Sandoval Pueblos, NM",64.0,66.0,67.0,66.0,69.0,67.0,69.0,67.0,70.0,73.0,63.0,64.0,67.08333333333333
"Isleta Pueblo, NM",287.0,281.0,279.0,278.0,263.0,260.0,278.0,271.0,280.0,282.0,276.0,279.0,276.1666666666667
"San Felipe Pueblo, NM",64.0,60.0,50.0,56.0,56.0,48.0,47.0,63.0,60.0,58.0,57.0,60.0,56.583333333333336
"Santo Domingo Tribe, NM",41.0,36.0,37.0,38.0,37.0,39.0,38.0,40.0,35.0,35.0,35.0,37.0,37.333333333333336
"Zuni Pueblo, NM",133.0,132.0,132.0,132.0,141.0,132.0,132.0,131.0,143.0,139.0,152.0,137.0,136.33333333333334
"Cherokee Nation, OK",1961.0,1903.0,1881.0,1937.0,1900.0,1865.0,1879.0,1885.0,1896.0,1872.0,1900.0,1878.0,1896.4166666666667
"Chickasaw Nation, OK",1019.0,1007.0,1013.0,1036.0,979.0,977.0,990.0,997.0,991.0,993.0,983.0,970.0,996.25
"Choctaw Nation, OK",1041.0,1006.0,998.0,969.0,933.0,925.0,897.0,890.0,897.0,907.0,915.0,931.0,942.4166666666666
"Citizen Potawatomi Nation, OK",347.0,291.0,297.0,330.0,321.0,317.0,315.0,318.0,325.0,342.0,332.0,333.0,322.3333333333333
"Inter-Tribal Council, OK",242.0,220.0,215.0,228.0,230.0,233.0,243.0,237.0,222.0,219.0,213.0,219.0,226.75
"Muscogee Creek Nation, OK",648.0,617.0,624.0,623.0,653.0,658.0,651.0,666.0,659.0,654.0,674.0,685.0,651
"Osage Tribal Council, OK",753.0,738.0,750.0,761.0,751.0,762.0,770.0,773.0,755.0,775.0,774.0,797.0,763.25
"Otoe-Missouria Tribe, OK",127.0,124.0,123.0,116.0,106.0,107.0,108.0,109.0,111.0,111.0,113.0,116.0,114.25
"Wichita, Caddo & Delaware (WCD), OK",972.0,939.0,929.0,962.0,880.0,849.0,856.0,859.0,860.0,871.0,887.0,884.0,895.6666666666666
Colorado,21859.0,21187.0,21078.0,21557.0,21488.0,21680.0,22079.0,21998.0,21862.0,21990.0,22065.0,22162.0,21750.416666666668
Iowa,16451.0,16114.0,16144.0,16386.0,16091.0,16196.0,16142.0,16032.0,16256.0,16458.0,16412.0,16541.0,16268.583333333334
Kansas,16675.0,15843.0,15956.0,16524.0,16173.0,16131.0,16226.0,16403.0,16304.0,16429.0,16224.0,16317.0,16267.083333333334
Missouri,37345.0,36696.0,36556.0,37097.0,36853.0,37183.0,37657.0,37810.0,37604.0,37648.0,37501.0,37358.0,37275.666666666664
Montana,4832.0,4443.0,4475.0,4733.0,4755.0,4892.0,4816.0,4789.0,4799.0,4806.0,4768.0,4748.0,4738
Nebraska,9449.0,9154.0,9227.0,9433.0,9225.0,9142.0,9343.0,9411.0,9373.0,9565.0,9493.0,9431.0,9353.833333333334
North Dakota,3078.0,2973.0,2934.0,2985.0,2896.0,2926.0,3013.0,3020.0,2997.0,3039.0,2982.0,3027.0,2989.1666666666665
South Dakota,4180.0,4243.0,4189.0,4333.0,4407.0,4368.0,4500.0,4538.0,4536.0,4430.0,4297.0,4402.0,4368.583333333333
Utah,14537.0,14287.0,14064.0,14327.0,14373.0,14340.0,14290.0,14202.0,14117.0,14098.0,14082.0,14241.0,14246.5
Wyoming,2672.0,2636.0,2614.0,2646.0,2637.0,2661.0,2650.0,2558.0,2517.0,2493.0,2532.0,2537.0,2596.0833333333335
"Ute Mountain Ute Tribe, CO",52.0,50.0,48.0,54.0,50.0,49.0,48.0,51.0,48.0,52.0,53.0,53.0,50.666666666666664
"Omaha Sioux, NE",58.0,59.0,58.0,59.0,54.0,61.0,61.0,63.0,64.0,69.0,65.0,61.0,61
"Santee Sioux, NE",25.0,31.0,33.0,34.0,31.0,30.0,30.0,30.0,28.0,30.0,31.0,28.0,30.083333333333332
"Winnebago Tribe, NE",65.0,70.0,67.0,69.0,65.0,73.0,68.0,72.0,65.0,63.0,69.0,73.0,68.25
"Standing Rock Sioux Tribe, ND",168.0,161.0,157.0,163.0,157.0,166.0,169.0,161.0,159.0,170.0,163.0,172.0,163.83333333333334
"Three Affiliated Tribes, ND",89.0,93.0,81.0,89.0,84.0,84.0,77.0,86.0,77.0,81.0,83.0,79.0,83.58333333333333
"Cheyenne River Sioux, SD",132.0,133.0,135.0,135.0,142.0,127.0,137.0,141.0,146.0,149.0,145.0,147.0,139.08333333333334
"Rosebud Sioux, SD",287.0,277.0,261.0,273.0,275.0,283.0,276.0,251.0,263.0,257.0,258.0,264.0,268.75
"Northern Arapahoe, WY",120.0,109.0,106.0,107.0,103.0,111.0,117.0,120.0,121.0,117.0,112.0,105.0,112.33333333333333
"Shoshone Tribe, WY",41.0,41.0,37.0,41.0,44.0,51.0,50.0,44.0,34.0,29.0,31.0,43.0,40.5
Mountain Plains,132115.0,128600.0,128220.0,131045.0,129903.0,130554.0,131749.0,131780.0,131370.0,131973.0,131366.0,131789.0,130872
Alaska,5106.0,4923.0,4718.0,4742.0,4693.0,4702.0,4706.0,4731.0,4707.0,4772.0,4693.0,4642.0,4761.25
American Samoa,1099.0,1085.0,1073.0,1063.0,1049.0,1050.0,1049.0,1036.0,1012.0,1036.0,1020.0,1042.0,1051.1666666666667
Arizona,40970.0,39195.0,39971.0,41000.0,39775.0,39885.0,39755.0,39883.0,40190.0,40567.0,40688.0,40573.0,40204.333333333336
California,276596.0,266492.0,268181.0,273871.0,267006.0,269417.0,270157.0,268431.0,267885.0,270896.0,269469.0,268175.0,269714.6666666667
Guam,1873.0,1896.0,1867.0,1801.0,1886.0,1961.0,1923.0,1924.0,1920.0,1903.0,1887.0,1921.0,1896.8333333333333
Hawaii,8542.0,8385.0,8178.0,8198.0,7966.0,7920.0,7986.0,7893.0,7906.0,8018.0,7870.0,7902.0,8063.666666666667
Idaho,10308.0,10122.0,10054.0,10194.0,10155.0,10142.0,10162.0,10169.0,10154.0,10216.0,10232.0,10266.0,10181.166666666666
Nevada,17618.0,17379.0,17182.0,17370.0,17311.0,17389.0,17345.0,17368.0,17302.0,17473.0,17649.0,17715.0,17425.083333333332
Oregon,22739.0,22311.0,22172.0,22433.0,22179.0,22326.0,22346.0,22397.0,22337.0,22474.0,22247.0,22205.0,22347.166666666668
Washington,38361.0,37318.0,37188.0,38050.0,37436.0,36981.0,37158.0,36951.0,36772.0,37224.0,36802.0,37148.0,37282.416666666664
Northern Marianas,658.0,667.0,677.0,669.0,662.0,679.0,672.0,677.0,643.0,645.0,639.0,654.0,661.8333333333334
"Inter-Tribal Council, AZ",2361.0,2137.0,2170.0,2313.0,2218.0,2261.0,2280.0,2312.0,2356.0,2394.0,2381.0,2317.0,2291.6666666666665
"Navajo Nation, AZ",2274.0,2161.0,2140.0,2218.0,2169.0,2149.0,2150.0,2195.0,2162.0,2191.0,2227.0,2162.0,2183.1666666666665
"Inter-Tribal Council, NV",284.0,282.0,279.0,304.0,314.0,323.0,330.0,346.0,334.0,354.0,347.0,332.0,319.0833333333333
