State Agency or Indian Tribal Organization,2013-10-01 00:00:00,2013-11-01 00:00:00,2013-12-01 00:00:00,2014-01-01 00:00:00,2014-02-01 00:00:00,2014-03-01 00:00:00,2014-04-01 00:00:00,2014-05-01 00:00:00,2014-06-01 00:00:00,2014-07-01 00:00:00,2014-08-01 00:00:00,2014-09-01 00:00:00,Cumulative Cost
Virgin Islands,282657.0,367117.0,348687.0,373105.0,365307.0,366273.0,357294.0,388752.0,295425.0,368895.0,372367.0,370633.0,4256512
West Virginia,1473050.0,2744845.0,1626426.0,1695062.0,1846896.0,1623041.0,1966040.0,769101.0,2465682.0,1755115.0,1016881.0,1647254.0,20629393
Alabama,5971812.0,5114341.0,5669599.0,6392797.0,5641916.0,5370970.0,5881019.0,6449193.0,6470575.0,6169188.0,4475865.0,7450687.0,71057962
Florida,21184943.0,20797450.0,19290359.0,20911133.0,18976901.0,22244997.0,24478769.0,13824488.0,28116935.0,12738255.0,21215058.0,21520326.0,245299614
Georgia,11221461.0,10807295.0,10507611.0,11607317.0,9990560.0,10379791.0,11419078.0,10985899.0,5881429.0,17013192.0,11873001.0,11247380.0,132934014
Kentucky,4980795.0,4787348.0,7140217.0,2535397.0,4312074.0,5087139.0,5147980.0,5066735.0,2393014.0,7699644.0,5399253.0,5111947.0,59661543
Mississippi,4948872.0,4418177.0,4911390.0,4399813.0,4695778.0,4375896.0,4433752.0,4179740.0,3837612.0,5253524.0,5170667.0,4907315.0,55532536
North Carolina,11566091.0,11515741.0,10103100.0,11963197.0,10594694.0,10530100.0,13836281.0,9286677.0,12287646.0,13870406.0,14227052.0,12982528.0,142763513
South Carolina,5270181.0,4957654.0,4910514.0,5459026.0,4643006.0,4900186.0,5174673.0,5071547.0,5510130.0,5458177.0,5732388.0,6352853.0,63440335
Tennessee,3531489.0,9709990.0,6456472.0,6592251.0,6406446.0,6577884.0,6697866.0,6870796.0,3961760.0,10195801.0,7306195.0,6966079.0,81273029
"Choctaw Indians, MS",43388.0,36580.0,25907.0,30856.0,26720.0,27377.0,32937.0,31476.0,31981.0,34008.0,41258.0,40501.0,402989
"Eastern Cherokee, NC",9481.0,21680.0,19269.0,19922.0,23193.0,24487.0,30504.0,17780.0,20327.0,22585.0,34014.0,58175.0,301417
Illinois,13063445.0,11520978.0,16087046.0,10751986.0,11704582.0,14288977.0,15511921.0,11888280.0,15335067.0,10136511.0,10676022.0,11584273.0,152549088
Indiana,2159824.0,4438627.0,9569385.0,3293549.0,7778092.0,2082585.0,6187352.0,5881230.0,5589287.0,6907413.0,5915839.0,11197005.0,71000188
Michigan,10385734.0,10230655.0,10248314.0,10159820.0,10056935.0,10349422.0,10424617.0,11080375.0,10074596.0,10839411.0,10336485.0,10342843.0,124529207
Minnesota,3467824.0,3685869.0,4280427.0,5973824.0,4334626.0,5268878.0,5928087.0,5153660.0,4982227.0,6364853.0,5084291.0,9448008.0,63972574
Ohio,4005550.0,14125447.0,8259917.0,9514577.0,8177351.0,8407977.0,8876592.0,9179869.0,8998388.0,9390049.0,8954404.0,10053388.0,107943509
Wisconsin,3083667.0,6658277.0,4639484.0,4846124.0,4383140.0,4558979.0,4904254.0,4799388.0,3097995.0,6980796.0,5274775.0,4927716.0,58154595
Arkansas,1238856.0,3862507.0,3394595.0,3525857.0,3155119.0,3197301.0,4395771.0,3490677.0,5349726.0,4071672.0,4215253.0,3982732.0,43880066
Louisiana,7442418.0,4805921.0,5735491.0,6414159.0,5946484.0,6139621.0,9685324.0,4172066.0,6098349.0,6658676.0,6654324.0,6786058.0,76538891
New Mexico,884459.0,1890243.0,1900085.0,2036714.0,1862556.0,1911794.0,2041828.0,1959666.0,2041788.0,2119271.0,2117797.0,3473331.0,24239532
Oklahoma,3265842.0,3687423.0,2853096.0,3256097.0,3364417.0,2920597.0,3453944.0,3773836.0,3273365.0,3820711.0,3866745.0,4114789.0,41650862
Texas,,,,,,,,,,,,, 
Texas,28048726.0,42481513.0,24706304.0,12224343.0,38173888.0,15004632.0,36113963.0,15892946.0,25452554.0,35516150.0,18808229.0,29510324.0,321933572
"Acoma, Canoncito & Laguna, NM",20481.0,17264.0,33587.0,21955.0,28735.0,19565.0,20060.0,16000.0,26782.0,40016.0,18000.0,20407.0,282852
"Eight Northern Pueblos, NM",12862.0,12642.0,12539.0,12780.0,13024.0,14443.0,13409.0,14654.0,12773.0,12781.0,12265.0,14084.0,158256
"Five Sandoval Pueblos, NM",11914.0,11906.0,11484.0,14627.0,11117.0,13067.0,14669.0,11089.0,14060.0,15209.0,15880.0,7596.0,152618
"Isleta Pueblo, NM",46523.0,47071.0,45468.0,45982.0,42539.0,42579.0,44686.0,46284.0,48629.0,44891.0,60991.0,45428.0,561071
"San Felipe Pueblo, NM",1987.0,19499.0,10202.0,19486.0,14228.0,13889.0,8079.0,16483.0,11857.0,16093.0,13825.0,69344.0,214972
"Santo Domingo Tribe, NM",14184.0,11992.0,13740.0,16129.0,14348.0,13008.0,14025.0,13428.0,13658.0,14937.0,15856.0,19095.0,174400
"Zuni Pueblo, NM",38538.0,38663.0,39647.0,39040.0,40717.0,38607.0,42397.0,39487.0,42705.0,41506.0,43051.0,38421.0,482779
"Cherokee Nation, OK",283658.0,240159.0,263784.0,353006.0,377693.0,88458.0,439038.0,156322.0,260503.0,299367.0,353025.0,539038.0,3654051
"Chickasaw Nation, OK",151521.0,147867.0,133218.0,141411.0,120701.0,200358.0,148702.0,138852.0,-24170.0,225812.0,145045.0,133137.0,1662454
"Choctaw Nation, OK",247533.0,144023.0,134938.0,152813.0,127916.0,112328.0,141753.0,139881.0,152902.0,152507.0,158254.0,151248.0,1816096
"Citizen Potawatomi Nation, OK",57666.0,47275.0,46235.0,58547.0,51845.0,41908.0,33362.0,46238.0,48717.0,56391.0,51308.0,49844.0,589336
"Inter-Tribal Council, OK",56865.0,42275.0,46791.0,51913.0,52233.0,48920.0,52668.0,52843.0,51492.0,50879.0,49536.0,47564.0,603979
"Muscogee Creek Nation, OK",53956.0,179311.0,99900.0,122085.0,113974.0,104617.0,126016.0,129083.0,175495.0,76221.0,138619.0,133257.0,1452534
"Osage Tribal Council, OK",107906.0,107801.0,97863.0,109280.0,128180.0,152492.0,108246.0,141341.0,114618.0,150983.0,181500.0,198221.0,1598431
"Otoe-Missouria Tribe, OK",31215.0,29674.0,29918.0,29439.0,27011.0,8575.0,27350.0,29640.0,2941.0,31362.0,5495.0,20832.0,273452
"Wichita, Caddo & Delaware (WCD), OK",70522.0,210728.0,215794.0,59305.0,122132.0,115396.0,146243.0,144359.0,63298.0,232156.0,160835.0,135922.0,1676690
Colorado,3715129.0,3546302.0,3505277.0,3684127.0,5181805.0,2096988.0,3865491.0,3905489.0,3798323.0,3861536.0,5566388.0,2392663.0,45119518
Iowa,3539528.0,2184314.0,2041364.0,2384325.0,2016083.0,1716901.0,2358526.0,2199174.0,2251950.0,2522432.0,2417594.0,2280471.0,27912662
Kansas,3873721.0,2528891.0,2389066.0,2807230.0,2493665.0,2386142.0,2711289.0,2629591.0,2601367.0,2679771.0,2705897.0,1402944.0,31209574
Missouri,624256.0,4768878.0,6843094.0,5273121.0,4917131.0,5058843.0,5475112.0,5503045.0,5561478.0,5431294.0,5550083.0,8546798.0,63553133
Montana,537372.0,1038641.0,575812.0,428141.0,686205.0,805811.0,780435.0,794620.0,451407.0,1127168.0,843297.0,916763.0,8985672
Nebraska,1754347.0,1723692.0,1629738.0,1837241.0,1632907.0,1628922.0,1798522.0,1750007.0,1789254.0,1856132.0,1878908.0,1759816.0,21039486
North Dakota,588396.0,515573.0,519461.0,551737.0,531316.0,496719.0,571974.0,518622.0,529820.0,598107.0,517046.0,586037.0,6524808
South Dakota,863955.0,731382.0,853810.0,934661.0,1011429.0,482836.0,935552.0,824483.0,773149.0,970185.0,801805.0,904355.0,10087602
Utah,2298142.0,1904335.0,2101087.0,2347914.0,2144634.0,2108376.0,2339585.0,2245468.0,2291584.0,2423884.0,2137669.0,2414701.0,26757379
Wyoming,367113.0,332612.0,370733.0,351344.0,347219.0,348849.0,361819.0,330182.0,340774.0,351137.0,331225.0,371493.0,4204500
"Ute Mountain Ute Tribe, CO",9480.0,9022.0,9587.0,10914.0,10118.0,11622.0,10804.0,10681.0,11769.0,11737.0,12032.0,10338.0,128104
"Omaha Sioux, NE",22257.0,21451.0,21486.0,22307.0,22013.0,22626.0,23781.0,24007.0,25781.0,26883.0,24675.0,23527.0,280794
"Santee Sioux, NE",8255.0,8284.0,9314.0,10042.0,8706.0,9284.0,8874.0,9043.0,9943.0,10407.0,11080.0,9339.0,112571
"Winnebago Tribe, NE",15630.0,15496.0,15560.0,16771.0,14640.0,15740.0,15768.0,16932.0,15236.0,15937.0,17350.0,15734.0,190794
"Standing Rock Sioux Tribe, ND",42155.0,41102.0,40805.0,43352.0,43640.0,44390.0,46851.0,45346.0,42202.0,47197.0,46487.0,39820.0,523347
"Three Affiliated Tribes, ND",19145.0,19257.0,17665.0,20001.0,18789.0,19497.0,18022.0,19476.0,19444.0,17959.0,18162.0,17076.0,224493
"Cheyenne River Sioux, SD",47281.0,43488.0,49113.0,41754.0,43665.0,39930.0,42384.0,44217.0,49610.0,30339.0,47464.0,48843.0,528088
"Rosebud Sioux, SD",55790.0,66773.0,61740.0,68018.0,73482.0,64882.0,82656.0,51496.0,75587.0,68486.0,81602.0,73494.0,824006
"Northern Arapahoe, WY",229.0,23942.0,48969.0,29786.0,12144.0,36716.0,21222.0,4533.0,38832.0,4931.0,24323.0,40044.0,285671
"Shoshone Tribe, WY",8954.0,8806.0,9958.0,8779.0,9865.0,9766.0,9271.0,9016.0,8954.0,17967.0,17622.0,18132.0,137090
Mountain Plains,18391135.0,19532241.0,21113639.0,20871565.0,21219456.0,17404840.0,21477938.0,20935428.0,20686464.0,22073489.0,23050709.0,21872388.0,248629292
Alaska,1314674.0,981858.0,939702.0,1071282.0,1031359.0,777505.0,1071133.0,1097418.0,1045701.0,1205924.0,1312887.0,980024.0,12829467
American Samoa,455551.0,450524.0,442163.0,448499.0,445390.0,449521.0,457017.0,454556.0,438674.0,470770.0,475153.0,464290.0,5452108
Arizona,3694952.0,6113114.0,9652550.0,3862399.0,6306056.0,6758914.0,9756356.0,3787102.0,10081390.0,7155035.0,7310755.0,7271573.0,81750196
California,63123814.0,60916342.0,60078309.0,66823987.0,61274332.0,61637216.0,65984315.0,64481435.0,63164166.0,66541335.0,65407023.0,64742756.0,764175030
Guam,545503.0,544096.0,527827.0,556362.0,574251.0,605238.0,599899.0,601950.0,593269.0,589620.0,594362.0,604031.0,6936408
Hawaii,1920240.0,2362946.0,1681101.0,1197188.0,2246918.0,1134776.0,2268885.0,1137683.0,2310085.0,1301275.0,1756311.0,2298130.0,21615538
Idaho,776879.0,2158691.0,1428389.0,1526730.0,1479886.0,1470236.0,1488894.0,1430355.0,1583107.0,1560191.0,1547377.0,1538046.0,17988781
Nevada,2753205.0,2629448.0,2583551.0,2767044.0,2568140.0,2663196.0,2713867.0,2599296.0,2748130.0,2800867.0,2944408.0,2853856.0,32625008
Oregon,4094758.0,3732780.0,4017125.0,4132096.0,3862818.0,4046688.0,4050832.0,4026210.0,4096702.0,4324507.0,4041579.0,3675472.0,48101567
Washington,7556156.0,7452450.0,7196658.0,8023109.0,7373033.0,7252630.0,7831832.0,7730901.0,7723383.0,7917419.0,8007393.0,8289271.0,92354235
Northern Marianas,227250.0,325827.0,268102.0,271176.0,275277.0,263494.0,275143.0,274053.0,280602.0,203852.0,263482.0,319220.0,3247478
"Inter-Tribal Council, AZ",185391.0,486545.0,159291.0,355082.0,325415.0,512549.0,193130.0,353932.0,375616.0,402665.0,565169.0,334754.0,4249539
"Navajo Nation, AZ",619091.0,134382.0,587069.0,478937.0,287835.0,615609.0,349891.0,615662.0,491670.0,360201.0,630377.0,366678.0,5537402
"Inter-Tribal Council, NV",49314.0,54825.0,41174.0,52999.0,52411.0,53057.0,46850.0,48732.0,53924.0,49979.0,45806.0,32894.0,581965
