State Agency or Indian Tribal Organization,2013-10-01 00:00:00,2013-11-01 00:00:00,2013-12-01 00:00:00,2014-01-01 00:00:00,2014-02-01 00:00:00,2014-03-01 00:00:00,2014-04-01 00:00:00,2014-05-01 00:00:00,2014-06-01 00:00:00,2014-07-01 00:00:00,2014-08-01 00:00:00,2014-09-01 00:00:00,Average Participation
"San Felipe Pueblo, NM",262.0,259.0,221.0,273.0,256.0,251.0,201.0,277.0,262.0,266.0,269.0,267.0,255.33333333333334
"Santo Domingo Tribe, NM",196.0,177.0,175.0,178.0,176.0,184.0,181.0,181.0,172.0,168.0,163.0,171.0,176.83333333333334
"Zuni Pueblo, NM",740.0,711.0,743.0,720.0,792.0,745.0,782.0,700.0,763.0,761.0,794.0,713.0,747
"Cherokee Nation, OK",7276.0,6893.0,6747.0,7067.0,6777.0,6761.0,6926.0,7021.0,7093.0,6996.0,7186.0,7214.0,6996.416666666667
"Chickasaw Nation, OK",4051.0,3944.0,3866.0,3999.0,3790.0,3752.0,3822.0,3831.0,3827.0,3875.0,3852.0,3792.0,3866.75
"Choctaw Nation, OK",4189.0,4080.0,4067.0,3893.0,3755.0,3680.0,3624.0,3713.0,3863.0,3927.0,3916.0,3949.0,3888
"Citizen Potawatomi Nation, OK",1272.0,1067.0,1064.0,1241.0,1206.0,1195.0,1211.0,1217.0,1235.0,1256.0,1266.0,1301.0,1210.9166666666667
"Inter-Tribal Council, OK",899.0,865.0,837.0,865.0,898.0,889.0,893.0,890.0,889.0,884.0,882.0,887.0,881.5
"Muscogee Creek Nation, OK",2816.0,2705.0,2603.0,2740.0,2848.0,2810.0,2835.0,2933.0,2924.0,2938.0,2972.0,3016.0,2845
"Osage Tribal Council, OK",2600.0,2524.0,2487.0,2559.0,2470.0,2489.0,2525.0,2522.0,2562.0,2641.0,2627.0,2654.0,2555
"Otoe-Missouria Tribe, OK",518.0,505.0,485.0,490.0,462.0,454.0,468.0,503.0,505.0,505.0,514.0,497.0,492.1666666666667
"Wichita, Caddo & Delaware (WCD), OK",3961.0,3827.0,3844.0,3992.0,3769.0,3693.0,3740.0,3807.0,3827.0,3902.0,3964.0,3955.0,3856.75
Colorado,93767.0,89919.0,88871.0,90211.0,89534.0,90702.0,92240.0,92240.0,92377.0,93258.0,93972.0,94343.0,91786.16666666667
Iowa,64974.0,63239.0,62848.0,63704.0,62539.0,62843.0,63087.0,63328.0,63827.0,64511.0,64871.0,65429.0,63766.666666666664
Kansas,67709.0,64346.0,64150.0,66415.0,64971.0,65070.0,65409.0,66350.0,65979.0,66344.0,65764.0,65875.0,65698.5
Missouri,141798.0,139255.0,136466.0,137773.0,136397.0,136687.0,138764.0,138714.0,138241.0,139526.0,139804.0,140456.0,138656.75
Montana,19776.0,18337.0,18325.0,19239.0,19030.0,19639.0,19480.0,19197.0,19483.0,19511.0,19369.0,19340.0,19227.166666666668
Nebraska,39404.0,37772.0,37874.0,39019.0,37864.0,37232.0,38073.0,38513.0,38520.0,39581.0,39654.0,39088.0,38549.5
North Dakota,12119.0,11668.0,11482.0,11863.0,11431.0,11459.0,11747.0,11670.0,11825.0,11991.0,11857.0,11837.0,11745.75
South Dakota,17318.0,17415.0,17116.0,17745.0,17533.0,17680.0,17739.0,17693.0,17546.0,17903.0,17923.0,17673.0,17607
Utah,62781.0,61188.0,59795.0,60780.0,60935.0,61314.0,61558.0,61404.0,61508.0,61276.0,61214.0,61360.0,61259.416666666664
Wyoming,11480.0,11174.0,11049.0,11167.0,11132.0,11160.0,11143.0,10907.0,10689.0,10752.0,10717.0,10818.0,11015.666666666666
"Ute Mountain Ute Tribe, CO",217.0,212.0,207.0,211.0,199.0,200.0,191.0,198.0,206.0,209.0,200.0,207.0,204.75
"Omaha Sioux, NE",308.0,291.0,287.0,309.0,294.0,313.0,307.0,315.0,328.0,336.0,316.0,301.0,308.75
"Santee Sioux, NE",105.0,116.0,127.0,128.0,117.0,113.0,117.0,124.0,136.0,134.0,133.0,121.0,122.58333333333333
"Winnebago Tribe, NE",234.0,227.0,220.0,230.0,215.0,222.0,228.0,245.0,220.0,227.0,248.0,247.0,230.25
"Standing Rock Sioux Tribe, ND",829.0,820.0,796.0,818.0,806.0,806.0,824.0,809.0,805.0,830.0,811.0,785.0,811.5833333333334
"Three Affiliated Tribes, ND",262.0,289.0,254.0,277.0,267.0,266.0,263.0,262.0,246.0,239.0,229.0,227.0,256.75
"Cheyenne River Sioux, SD",768.0,753.0,738.0,741.0,721.0,615.0,683.0,703.0,739.0,747.0,737.0,767.0,726
"Rosebud Sioux, SD",1283.0,1247.0,1200.0,1240.0,1207.0,1232.0,1256.0,1213.0,1277.0,1263.0,1231.0,1233.0,1240.1666666666667
"Northern Arapahoe, WY",494.0,475.0,469.0,476.0,455.0,446.0,452.0,440.0,436.0,432.0,424.0,438.0,453.0833333333333
"Shoshone Tribe, WY",165.0,172.0,161.0,165.0,172.0,188.0,184.0,165.0,142.0,129.0,130.0,149.0,160.16666666666666
Mountain Plains,535791.0,518915.0,512435.0,522511.0,515819.0,518187.0,523745.0,524490.0,524530.0,529199.0,529604.0,530694.0,523826.6666666667
Alaska,21463.0,20424.0,19094.0,19050.0,18768.0,18595.0,18866.0,19179.0,19602.0,20063.0,20107.0,20045.0,19604.666666666668
American Samoa,6564.0,6390.0,6322.0,6429.0,6360.0,6452.0,6417.0,6484.0,6535.0,6517.0,6423.0,6423.0,6443
Arizona,158986.0,148976.0,150153.0,156034.0,150137.0,150156.0,150251.0,151831.0,153981.0,155904.0,158040.0,156368.0,153401.41666666666
California,1394166.0,1320932.0,1336172.0,1384564.0,1336040.0,1347219.0,1356755.0,1346935.0,1336479.0,1355459.0,1345168.0,1327374.0,1348938.5833333333
Guam,7446.0,7417.0,7295.0,6938.0,7363.0,7615.0,7603.0,7590.0,7603.0,7511.0,7395.0,7755.0,7460.916666666667
Hawaii,36490.0,35239.0,33935.0,34286.0,33224.0,33002.0,33302.0,33167.0,33211.0,33817.0,33583.0,33814.0,33922.5
Idaho,41852.0,41257.0,40752.0,41392.0,41153.0,41173.0,41583.0,41539.0,41404.0,41605.0,41682.0,41689.0,41423.416666666664
Nevada,73644.0,72059.0,71286.0,72606.0,72134.0,72400.0,72318.0,72754.0,72492.0,73692.0,74293.0,74784.0,72871.83333333333
Oregon,106175.0,103827.0,102407.0,103774.0,102470.0,102640.0,103098.0,103062.0,103310.0,103208.0,102408.0,102342.0,103226.75
Washington,189166.0,183592.0,181351.0,186488.0,182852.0,182100.0,182641.0,182619.0,181996.0,183398.0,181771.0,182883.0,183404.75
Northern Marianas,4025.0,3875.0,3814.0,3800.0,3795.0,3822.0,3759.0,3848.0,3791.0,3717.0,3636.0,3654.0,3794.6666666666665
"Inter-Tribal Council, AZ",9646.0,8565.0,8612.0,9489.0,8980.0,9156.0,9231.0,9396.0,9570.0,9810.0,9761.0,9401.0,9301.416666666666
"Navajo Nation, AZ",10339.0,9850.0,9875.0,10458.0,10205.0,10312.0,10332.0,10407.0,10356.0,10623.0,10680.0,10371.0,10317.333333333334
"Inter-Tribal Council, NV",1361.0,1308.0,1319.0,1353.0,1397.0,1398.0,1401.0,1407.0,1403.0,1455.0,1446.0,1434.0,1390.1666666666667
