State Agency or Indian Tribal Organization,2012-10-01 00:00:00,2012-11-01 00:00:00,2012-12-01 00:00:00,2013-01-01 00:00:00,2013-02-01 00:00:00,2013-03-01 00:00:00,2013-04-01 00:00:00,2013-05-01 00:00:00,2013-06-01 00:00:00,2013-07-01 00:00:00,2013-08-01 00:00:00,2013-09-01 00:00:00,Average Participation
"Five Sandoval Pueblos, NM",11.0,8.0,8.0,11.0,11.0,10.0,11.0,9.0,9.0,8.0,8.0,7.0,9.25
"Isleta Pueblo, NM",11.0,5.0,13.0,15.0,20.0,26.0,30.0,31.0,41.0,43.0,45.0,44.0,27.0
"San Felipe Pueblo, NM",5.0,9.0,7.0,8.0,5.0,7.0,5.0,4.0,3.0,4.0,5.0,4.0,5.5
"Santo Domingo Tribe, NM",4.0,1.0,6.0,7.0,5.0,6.0,8.0,10.0,7.0,10.0,8.0,5.0,6.416666666666667
"Zuni Pueblo, NM",26.0,18.0,20.0,19.0,21.0,21.0,19.0,23.0,16.0,14.0,15.0,17.0,19.083333333333332
"Cherokee Nation, OK",69.0,78.0,69.0,68.0,67.0,54.0,50.0,64.0,56.0,75.0,80.0,88.0,68.16666666666667
"Chickasaw Nation, OK",39.0,45.0,60.0,56.0,51.0,46.0,41.0,44.0,45.0,43.0,55.0,50.0,47.916666666666664
"Choctaw Nation, OK",44.0,44.0,53.0,50.0,53.0,47.0,46.0,30.0,32.0,33.0,37.0,43.0,42.666666666666664
"Citizen Potawatomi Nation, OK",13.0,5.0,6.0,12.0,10.0,8.0,10.0,13.0,10.0,6.0,7.0,12.0,9.333333333333334
"Inter-Tribal Council, OK",11.0,12.0,16.0,18.0,18.0,12.0,11.0,11.0,16.0,20.0,19.0,19.0,15.25
"Muscogee Creek Nation, OK",11.0,13.0,13.0,14.0,14.0,12.0,13.0,17.0,12.0,16.0,13.0,16.0,13.666666666666666
"Osage Tribal Council, OK",27.0,23.0,20.0,21.0,30.0,31.0,20.0,12.0,16.0,25.0,31.0,30.0,23.833333333333332
"Otoe-Missouria Tribe, OK",9.0,10.0,10.0,7.0,11.0,11.0,11.0,12.0,9.0,7.0,9.0,4.0,9.166666666666666
"Wichita, Caddo & Delaware (WCD), OK",57.0,58.0,61.0,64.0,65.0,67.0,64.0,61.0,49.0,49.0,44.0,43.0,56.833333333333336
Colorado,2258.0,2271.0,2266.0,2258.0,2222.0,2284.0,2193.0,2160.0,2140.0,2156.0,2197.0,2142.0,2212.25
Iowa,1523.0,1557.0,1505.0,1591.0,1489.0,1486.0,1468.0,1515.0,1465.0,1553.0,1578.0,1536.0,1522.1666666666667
Kansas,1686.0,1585.0,1568.0,1593.0,1488.0,1481.0,1501.0,1512.0,1470.0,1495.0,1506.0,1500.0,1532.0833333333333
Missouri,2766.0,2778.0,2818.0,2957.0,2708.0,2789.0,2791.0,2790.0,2808.0,2883.0,3083.0,3145.0,2859.6666666666665
Montana,443.0,434.0,420.0,447.0,400.0,396.0,414.0,411.0,428.0,420.0,454.0,458.0,427.0833333333333
Nebraska,1093.0,1155.0,1105.0,1200.0,1165.0,1154.0,1199.0,1239.0,1214.0,1266.0,1295.0,1254.0,1194.9166666666667
North Dakota,298.0,284.0,279.0,287.0,291.0,274.0,307.0,295.0,294.0,329.0,321.0,352.0,300.9166666666667
South Dakota,415.0,411.0,390.0,409.0,386.0,344.0,358.0,354.0,346.0,359.0,352.0,328.0,371.0
Utah,1728.0,1781.0,1738.0,1691.0,1661.0,1637.0,1622.0,1621.0,1628.0,1688.0,1657.0,1661.0,1676.0833333333333
Wyoming,159.0,134.0,135.0,149.0,160.0,169.0,152.0,160.0,160.0,154.0,163.0,163.0,154.83333333333334
"Ute Mountain Ute Tribe, CO",6.0,8.0,6.0,6.0,6.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,4.416666666666667
"Omaha Sioux, NE",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.4166666666666667
"Santee Sioux, NE",1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.75
"Winnebago Tribe, NE",3.0,3.0,5.0,5.0,5.0,3.0,2.0,2.0,2.0,6.0,6.0,6.0,4.0
"Standing Rock Sioux Tribe, ND",4.0,4.0,6.0,6.0,6.0,7.0,9.0,7.0,7.0,4.0,4.0,6.0,5.833333333333333
"Three Affiliated Tribes, ND",6.0,7.0,6.0,6.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,3.5
"Cheyenne River Sioux, SD",13.0,9.0,8.0,8.0,11.0,9.0,9.0,11.0,10.0,11.0,8.0,8.0,9.583333333333334
"Rosebud Sioux, SD",45.0,42.0,35.0,39.0,38.0,35.0,38.0,45.0,38.0,36.0,37.0,34.0,38.5
"Northern Arapahoe, WY",23.0,17.0,18.0,12.0,12.0,13.0,14.0,9.0,13.0,10.0,13.0,14.0,14.0
"Shoshone Tribe, WY",4.0,4.0,4.0,5.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,7.0,5.75
Mountain Plains,12475.0,12486.0,12314.0,12669.0,12058.0,12096.0,12090.0,12144.0,12037.0,12381.0,12683.0,12620.0,12337.75
Alaska,719.0,706.0,675.0,695.0,673.0,642.0,651.0,664.0,640.0,617.0,611.0,619.0,659.3333333333334
American Samoa,574.0,576.0,566.0,593.0,599.0,607.0,597.0,607.0,581.0,582.0,560.0,570.0,584.3333333333334
Arizona,7642.0,7323.0,7188.0,7404.0,7105.0,7112.0,7175.0,7283.0,7214.0,7362.0,7378.0,7477.0,7305.25
California,50189.0,50601.0,49797.0,50935.0,50514.0,50020.0,49765.0,49690.0,48848.0,49210.0,49297.0,49051.0,49826.416666666664
Guam,254.0,245.0,248.0,270.0,242.0,247.0,241.0,257.0,250.0,241.0,232.0,255.0,248.5
Hawaii,1569.0,1529.0,1497.0,1571.0,1528.0,1549.0,1539.0,1566.0,1518.0,1513.0,1550.0,1565.0,1541.1666666666667
Idaho,851.0,894.0,845.0,869.0,866.0,860.0,868.0,841.0,819.0,963.0,979.0,990.0,887.0833333333334
Nevada,2779.0,2752.0,2728.0,2723.0,2673.0,2639.0,2601.0,2545.0,2506.0,2457.0,2588.0,2585.0,2631.3333333333335
Oregon,2104.0,2142.0,2120.0,2109.0,1986.0,1980.0,1969.0,2005.0,1953.0,1965.0,1942.0,1950.0,2018.75
Washington,4839.0,4825.0,4822.0,4888.0,4902.0,4866.0,4945.0,5003.0,4907.0,4997.0,4969.0,5012.0,4914.583333333333
Northern Marianas,181.0,183.0,182.0,179.0,164.0,148.0,150.0,143.0,149.0,167.0,174.0,168.0,165.66666666666666
"Inter-Tribal Council, AZ",165.0,164.0,159.0,176.0,147.0,142.0,160.0,167.0,158.0,163.0,165.0,155.0,160.08333333333334
"Navajo Nation, AZ",487.0,469.0,470.0,501.0,481.0,518.0,505.0,530.0,515.0,524.0,517.0,488.0,500.4166666666667
"Inter-Tribal Council, NV",31.0,25.0,25.0,26.0,27.0,27.0,29.0,27.0,25.0,27.0,30.0,24.0,26.916666666666668
