State Agency or Indian Tribal Organization,2012-10-01 00:00:00,2012-11-01 00:00:00,2012-12-01 00:00:00,2013-01-01 00:00:00,2013-02-01 00:00:00,2013-03-01 00:00:00,2013-04-01 00:00:00,2013-05-01 00:00:00,2013-06-01 00:00:00,2013-07-01 00:00:00,2013-08-01 00:00:00,2013-09-01 00:00:00,Average Participation
North Carolina,48478.0,48056.0,47428.0,47582.0,46779.0,46626.0,46721.0,46544.0,46161.0,46064.0,45437.0,44843.0,46726.583333333336
South Carolina,28575.0,27868.0,27612.0,27771.0,27156.0,26964.0,26981.0,26966.0,26720.0,26742.0,26599.0,26318.0,27189.333333333332
Tennessee,36263.0,35877.0,35229.0,35514.0,35106.0,34921.0,35134.0,35418.0,35182.0,35059.0,35115.0,34931.0,35312.416666666664
"Choctaw Indians, MS",154.0,152.0,156.0,145.0,150.0,157.0,162.0,162.0,157.0,150.0,162.0,160.0,155.58333333333334
"Eastern Cherokee, NC",98.0,91.0,87.0,94.0,100.0,98.0,99.0,103.0,96.0,99.0,89.0,88.0,95.16666666666667
Illinois,57250.0,57195.0,56385.0,57169.0,56420.0,56489.0,56525.0,56757.0,56149.0,55972.0,55481.0,55062.0,56404.5
Indiana,33424.0,33375.0,32809.0,33357.0,32862.0,32828.0,32896.0,33187.0,33107.0,33107.0,33039.0,32859.0,33070.833333333336
Michigan,50130.0,50027.0,49520.0,49708.0,49419.0,49506.0,49434.0,50056.0,49752.0,50196.0,50098.0,49654.0,49791.666666666664
Minnesota,18305.0,18312.0,18251.0,18794.0,18610.0,18602.0,18562.0,18678.0,18523.0,18633.0,18509.0,18384.0,18513.583333333332
Ohio,60427.0,60284.0,59316.0,60295.0,59920.0,59724.0,59647.0,59427.0,58746.0,58814.0,59903.0,59108.0,59634.25
Wisconsin,21479.0,21404.0,21002.0,21369.0,20993.0,20844.0,21109.0,21170.0,20915.0,20988.0,20835.0,20551.0,21054.916666666668
Arkansas,21463.0,21475.0,21116.0,21194.0,20882.0,21005.0,21036.0,21192.0,20919.0,20730.0,20511.0,20222.0,20978.75
Louisiana,33196.0,35183.0,34460.0,33933.0,35016.0,34656.0,34378.0,35220.0,34982.0,34029.0,34861.0,34482.0,34533.0
New Mexico,10593.0,10624.0,10403.0,10477.0,10254.0,10124.0,10215.0,10177.0,10000.0,10043.0,10003.0,9910.0,10235.25
Oklahoma,18239.0,18193.0,17824.0,18095.0,17632.0,17900.0,18013.0,17849.0,17792.0,17984.0,17941.0,17911.0,17947.75
Texas,,,,,,,,,,,,,0.0
Texas,132499.0,130368.0,126255.0,127838.0,125127.0,122675.0,123693.0,124507.0,124021.0,125542.0,125754.0,124931.0,126100.83333333333
"Acoma, Canoncito & Laguna, NM",48.0,49.0,51.0,56.0,52.0,48.0,50.0,54.0,55.0,54.0,45.0,49.0,50.916666666666664
"Eight Northern Pueblos, NM",36.0,40.0,39.0,38.0,42.0,42.0,43.0,43.0,39.0,38.0,41.0,37.0,39.833333333333336
"Five Sandoval Pueblos, NM",43.0,46.0,49.0,52.0,55.0,56.0,58.0,51.0,49.0,49.0,53.0,54.0,51.25
"Isleta Pueblo, NM",126.0,142.0,141.0,144.0,154.0,153.0,152.0,157.0,167.0,196.0,195.0,199.0,160.5
"San Felipe Pueblo, NM",47.0,46.0,44.0,46.0,49.0,46.0,46.0,47.0,48.0,41.0,36.0,38.0,44.5
"Santo Domingo Tribe, NM",29.0,33.0,32.0,31.0,28.0,29.0,27.0,25.0,29.0,26.0,23.0,30.0,28.5
"Zuni Pueblo, NM",69.0,73.0,78.0,73.0,68.0,70.0,76.0,74.0,73.0,70.0,68.0,55.0,70.58333333333333
"Cherokee Nation, OK",1791.0,1792.0,1776.0,1785.0,1744.0,1691.0,1739.0,1764.0,1721.0,1710.0,1721.0,1713.0,1745.5833333333333
"Chickasaw Nation, OK",774.0,785.0,773.0,793.0,781.0,779.0,793.0,791.0,797.0,803.0,791.0,768.0,785.6666666666666
"Choctaw Nation, OK",931.0,951.0,955.0,980.0,958.0,967.0,924.0,946.0,945.0,950.0,959.0,930.0,949.6666666666666
"Citizen Potawatomi Nation, OK",253.0,236.0,230.0,255.0,249.0,274.0,267.0,280.0,282.0,282.0,276.0,297.0,265.0833333333333
"Inter-Tribal Council, OK",179.0,176.0,172.0,167.0,166.0,161.0,162.0,167.0,172.0,185.0,187.0,194.0,174.0
"Muscogee Creek Nation, OK",518.0,539.0,542.0,568.0,548.0,567.0,573.0,576.0,589.0,593.0,570.0,587.0,564.1666666666666
"Osage Tribal Council, OK",912.0,907.0,891.0,850.0,834.0,825.0,781.0,720.0,711.0,704.0,698.0,685.0,793.1666666666666
"Otoe-Missouria Tribe, OK",132.0,130.0,128.0,124.0,113.0,117.0,111.0,119.0,111.0,114.0,115.0,117.0,119.25
"Wichita, Caddo & Delaware (WCD), OK",728.0,714.0,752.0,755.0,729.0,761.0,767.0,795.0,799.0,809.0,810.0,800.0,768.25
Colorado,16444.0,16349.0,16038.0,16172.0,16181.0,15994.0,15899.0,15894.0,15623.0,15507.0,15410.0,15285.0,15899.666666666666
Iowa,12782.0,12793.0,12619.0,12686.0,12480.0,12532.0,12514.0,12559.0,12508.0,12504.0,12567.0,12535.0,12589.916666666666
Kansas,13564.0,13424.0,13443.0,13796.0,12608.0,13069.0,13019.0,13205.0,12949.0,12964.0,13008.0,12694.0,13145.25
Missouri,29503.0,29404.0,29094.0,29741.0,29092.0,29148.0,29249.0,29539.0,29398.0,29517.0,29513.0,29642.0,29403.333333333332
Montana,3128.0,3144.0,3223.0,3287.0,3268.0,3254.0,3269.0,3339.0,3296.0,3309.0,3305.0,3234.0,3254.6666666666665
Nebraska,6956.0,7065.0,6819.0,6948.0,6739.0,6760.0,6772.0,6836.0,6737.0,6784.0,6832.0,6693.0,6828.416666666667
North Dakota,2224.0,2238.0,2157.0,2216.0,2184.0,2179.0,2198.0,2158.0,2196.0,2217.0,2141.0,2117.0,2185.4166666666665
South Dakota,3539.0,3524.0,3436.0,3511.0,3391.0,3442.0,3416.0,3468.0,3363.0,3372.0,3317.0,3284.0,3421.9166666666665
Utah,9202.0,9294.0,9157.0,9312.0,9248.0,9098.0,9221.0,9221.0,9126.0,9025.0,9046.0,8871.0,9151.75
Wyoming,1971.0,1816.0,1818.0,1796.0,1749.0,1763.0,1769.0,1795.0,1835.0,1869.0,1832.0,1858.0,1822.5833333333333
"Ute Mountain Ute Tribe, CO",28.0,35.0,36.0,39.0,41.0,39.0,37.0,38.0,35.0,39.0,35.0,37.0,36.583333333333336
"Omaha Sioux, NE",61.0,57.0,57.0,61.0,63.0,59.0,64.0,59.0,58.0,56.0,50.0,47.0,57.666666666666664
"Santee Sioux, NE",29.0,28.0,24.0,24.0,21.0,24.0,25.0,28.0,30.0,29.0,32.0,26.0,26.666666666666668
"Winnebago Tribe, NE",44.0,44.0,47.0,47.0,45.0,45.0,57.0,61.0,61.0,70.0,66.0,67.0,54.5
"Standing Rock Sioux Tribe, ND",124.0,125.0,133.0,159.0,155.0,162.0,166.0,176.0,183.0,186.0,164.0,156.0,157.41666666666666
"Three Affiliated Tribes, ND",79.0,76.0,72.0,73.0,75.0,77.0,78.0,90.0,86.0,83.0,81.0,90.0,80.0
"Cheyenne River Sioux, SD",142.0,134.0,138.0,141.0,135.0,127.0,129.0,124.0,116.0,118.0,124.0,109.0,128.08333333333334
"Rosebud Sioux, SD",212.0,223.0,218.0,214.0,203.0,208.0,212.0,212.0,218.0,205.0,213.0,199.0,211.41666666666666
"Northern Arapahoe, WY",107.0,116.0,118.0,116.0,115.0,113.0,107.0,103.0,92.0,94.0,105.0,103.0,107.41666666666667
"Shoshone Tribe, WY",49.0,43.0,46.0,47.0,52.0,49.0,47.0,48.0,51.0,48.0,48.0,36.0,47.0
Mountain Plains,100188.0,99932.0,98693.0,100386.0,97845.0,98142.0,98248.0,98953.0,97961.0,97996.0,97889.0,97083.0,98609.66666666667
Alaska,3402.0,3348.0,3314.0,3289.0,3276.0,3265.0,3319.0,3348.0,3341.0,3236.0,2882.0,3211.0,3269.25
American Samoa,414.0,421.0,416.0,402.0,397.0,391.0,421.0,391.0,427.0,425.0,413.0,405.0,410.25
Arizona,30042.0,29596.0,29034.0,29727.0,29151.0,29117.0,29425.0,29721.0,29777.0,29794.0,29644.0,28872.0,29491.666666666668
California,176802.0,176339.0,173971.0,176792.0,174171.0,173348.0,174005.0,174267.0,171909.0,172740.0,171507.0,168703.0,173712.83333333334
Guam,1338.0,1402.0,1409.0,1457.0,1462.0,1449.0,1390.0,1431.0,1416.0,1432.0,1414.0,1408.0,1417.3333333333333
Hawaii,5757.0,5814.0,5733.0,5846.0,5727.0,5579.0,5761.0,5766.0,5685.0,5804.0,5786.0,5694.0,5746.0
Idaho,6530.0,6700.0,6681.0,6791.0,6747.0,6604.0,5943.0,5824.0,5768.0,5965.0,5898.0,5856.0,6275.583333333333
Nevada,12516.0,12562.0,12535.0,12690.0,12624.0,12622.0,12722.0,12755.0,12766.0,12825.0,12769.0,12614.0,12666.666666666666
Oregon,14418.0,14392.0,14181.0,14316.0,14138.0,14066.0,14145.0,14213.0,13948.0,13990.0,13986.0,13712.0,14125.416666666666
Washington,23182.0,23182.0,23166.0,23176.0,22734.0,22408.0,22497.0,22488.0,22141.0,22337.0,22212.0,22008.0,22627.583333333332
Northern Marianas,475.0,459.0,464.0,451.0,460.0,460.0,463.0,462.0,468.0,442.0,430.0,433.0,455.5833333333333
"Inter-Tribal Council, AZ",1961.0,1968.0,1930.0,2013.0,1892.0,1904.0,1887.0,1865.0,1856.0,1925.0,1951.0,1869.0,1918.4166666666667
"Navajo Nation, AZ",1324.0,1319.0,1290.0,1340.0,1275.0,1285.0,1298.0,1291.0,1261.0,1289.0,1292.0,1240.0,1292.0
"Inter-Tribal Council, NV",175.0,177.0,183.0,161.0,165.0,176.0,174.0,174.0,166.0,183.0,190.0,188.0,176.0
