State Agency or Indian Tribal Organization,2012-10-01 00:00:00,2012-11-01 00:00:00,2012-12-01 00:00:00,2013-01-01 00:00:00,2013-02-01 00:00:00,2013-03-01 00:00:00,2013-04-01 00:00:00,2013-05-01 00:00:00,2013-06-01 00:00:00,2013-07-01 00:00:00,2013-08-01 00:00:00,2013-09-01 00:00:00,Average Participation
Missouri,4439.0,4338.0,4242.0,4363.0,4214.0,4267.0,4274.0,4265.0,4195.0,4339.0,4444.0,4356.0,4311.333333333333
Montana,1125.0,1140.0,1131.0,1148.0,1143.0,1124.0,1121.0,1126.0,1118.0,1126.0,1150.0,1165.0,1134.75
Nebraska,991.0,957.0,890.0,969.0,963.0,999.0,1015.0,998.0,1002.0,1001.0,1003.0,975.0,980.25
North Dakota,537.0,532.0,539.0,505.0,511.0,497.0,496.0,521.0,486.0,478.0,484.0,502.0,507.3333333333333
South Dakota,642.0,619.0,600.0,621.0,609.0,619.0,583.0,597.0,615.0,635.0,599.0,589.0,610.6666666666666
Utah,4276.0,4294.0,4262.0,4298.0,4268.0,4258.0,4241.0,4173.0,4105.0,4004.0,4025.0,4068.0,4189.333333333333
Wyoming,579.0,535.0,545.0,559.0,561.0,571.0,578.0,603.0,592.0,589.0,582.0,600.0,574.5
"Ute Mountain Ute Tribe, CO",3.0,5.0,5.0,6.0,3.0,6.0,5.0,4.0,5.0,4.0,4.0,3.0,4.416666666666667
"Omaha Sioux, NE",1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.4166666666666667
"Santee Sioux, NE",0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4166666666666667
"Winnebago Tribe, NE",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.3333333333333333
"Standing Rock Sioux Tribe, ND",17.0,13.0,13.0,12.0,7.0,5.0,8.0,5.0,4.0,4.0,6.0,5.0,8.25
"Three Affiliated Tribes, ND",2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.6666666666666667
"Cheyenne River Sioux, SD",6.0,6.0,4.0,5.0,4.0,8.0,6.0,4.0,8.0,6.0,2.0,4.0,5.25
"Rosebud Sioux, SD",23.0,28.0,24.0,27.0,27.0,32.0,32.0,31.0,25.0,29.0,24.0,36.0,28.166666666666668
"Northern Arapahoe, WY",11.0,8.0,4.0,4.0,2.0,1.0,4.0,5.0,7.0,6.0,7.0,7.0,5.5
"Shoshone Tribe, WY",5.0,5.0,5.0,6.0,8.0,8.0,8.0,6.0,8.0,6.0,7.0,6.0,6.5
Mountain Plains,21363.0,21133.0,20648.0,21040.0,20743.0,20889.0,20908.0,20862.0,20627.0,20617.0,20795.0,20950.0,20881.25
Alaska,1539.0,1498.0,1478.0,1478.0,1495.0,1557.0,1562.0,1574.0,1556.0,1547.0,1530.0,1520.0,1527.8333333333333
American Samoa,78.0,79.0,80.0,86.0,80.0,86.0,92.0,86.0,93.0,87.0,90.0,88.0,85.41666666666667
Arizona,5120.0,5018.0,4913.0,4920.0,4816.0,4748.0,4680.0,4579.0,4457.0,4463.0,4481.0,4470.0,4722.083333333333
California,61484.0,60520.0,57938.0,60477.0,59553.0,59470.0,60194.0,59204.0,58295.0,59194.0,60107.0,59311.0,59645.583333333336
Guam,341.0,318.0,306.0,291.0,294.0,282.0,281.0,260.0,268.0,277.0,267.0,248.0,286.0833333333333
Hawaii,1882.0,1858.0,1771.0,1808.0,1761.0,1785.0,1830.0,1871.0,1823.0,1861.0,1873.0,1813.0,1828.0
Idaho,3177.0,3166.0,3130.0,3170.0,3104.0,3127.0,3155.0,3093.0,3090.0,3041.0,3085.0,3066.0,3117.0
Nevada,1906.0,1862.0,1922.0,1942.0,1929.0,1956.0,1963.0,1988.0,2013.0,2036.0,2070.0,2111.0,1974.8333333333333
Oregon,6960.0,6833.0,6779.0,6809.0,6867.0,6888.0,6869.0,6913.0,6895.0,6920.0,6952.0,6926.0,6884.25
Washington,9905.0,9793.0,9787.0,9587.0,9496.0,9442.0,9551.0,9631.0,9494.0,9702.0,9637.0,9540.0,9630.416666666666
Northern Marianas,61.0,60.0,57.0,65.0,68.0,72.0,66.0,79.0,67.0,66.0,62.0,65.0,65.66666666666667
"Inter-Tribal Council, AZ",350.0,345.0,311.0,316.0,300.0,311.0,307.0,300.0,316.0,311.0,297.0,287.0,312.5833333333333
"Navajo Nation, AZ",488.0,486.0,496.0,478.0,473.0,478.0,472.0,477.0,466.0,489.0,472.0,443.0,476.5
"Inter-Tribal Council, NV",42.0,36.0,38.0,38.0,41.0,44.0,47.0,46.0,43.0,43.0,47.0,48.0,42.75
