State Agency or Indian Tribal Organization,2012-10-01 00:00:00,2012-11-01 00:00:00,2012-12-01 00:00:00,2013-01-01 00:00:00,2013-02-01 00:00:00,2013-03-01 00:00:00,2013-04-01 00:00:00,2013-05-01 00:00:00,2013-06-01 00:00:00,2013-07-01 00:00:00,2013-08-01 00:00:00,2013-09-01 00:00:00,Average Participation
"Eastern Cherokee, NC",21.0,20.0,22.0,21.0,17.0,21.0,20.0,16.0,16.0,13.0,16.0,18.0,18.416666666666668
Illinois,12887.0,12823.0,12637.0,12563.0,12078.0,11850.0,11634.0,11499.0,11461.0,11534.0,11599.0,11695.0,12021.666666666666
Indiana,3623.0,3587.0,3497.0,3666.0,3495.0,3470.0,3441.0,3485.0,3503.0,3692.0,3722.0,3621.0,3566.8333333333335
Michigan,5773.0,5648.0,5654.0,5778.0,5595.0,5658.0,5787.0,5747.0,5853.0,5953.0,5999.0,6094.0,5794.916666666667
Minnesota,5453.0,5595.0,5654.0,5870.0,5637.0,5545.0,5553.0,5548.0,5520.0,5543.0,5566.0,5540.0,5585.333333333333
Ohio,2167.0,2122.0,2046.0,2105.0,2062.0,2041.0,2233.0,2378.0,2408.0,2485.0,2206.0,2171.0,2202.0
Wisconsin,2462.0,2446.0,2405.0,2532.0,2451.0,2438.0,2459.0,2510.0,2417.0,2497.0,2517.0,2496.0,2469.1666666666665
Arkansas,993.0,1023.0,1004.0,1029.0,1063.0,1092.0,1078.0,1115.0,1082.0,1074.0,1063.0,1077.0,1057.75
Louisiana,1883.0,2117.0,2120.0,2064.0,2133.0,2076.0,2012.0,1997.0,2073.0,2069.0,2167.0,2260.0,2080.9166666666665
New Mexico,1134.0,1194.0,1129.0,1184.0,1075.0,1087.0,1056.0,1029.0,1065.0,1087.0,1071.0,1060.0,1097.5833333333333
Oklahoma,1699.0,1675.0,1645.0,1639.0,1587.0,1571.0,1582.0,1559.0,1546.0,1547.0,1548.0,1545.0,1595.25
Texas,,,,,,,,,,,,,0.0
Texas,77143.0,78545.0,79899.0,80440.0,80897.0,81817.0,81515.0,81824.0,81686.0,81218.0,80438.0,80350.0,80481.0
"Acoma, Canoncito & Laguna, NM",24.0,24.0,18.0,21.0,22.0,22.0,23.0,22.0,18.0,21.0,22.0,21.0,21.5
"Eight Northern Pueblos, NM",7.0,3.0,5.0,4.0,5.0,6.0,5.0,5.0,3.0,3.0,3.0,5.0,4.5
"Five Sandoval Pueblos, NM",11.0,8.0,8.0,11.0,11.0,10.0,11.0,9.0,11.0,8.0,8.0,7.0,9.416666666666666
"Isleta Pueblo, NM",13.0,17.0,27.0,33.0,34.0,27.0,33.0,33.0,43.0,45.0,45.0,46.0,33.0
"San Felipe Pueblo, NM",9.0,7.0,8.0,8.0,7.0,9.0,6.0,4.0,3.0,4.0,4.0,4.0,6.083333333333333
"Santo Domingo Tribe, NM",4.0,1.0,6.0,7.0,7.0,7.0,8.0,12.0,7.0,10.0,11.0,4.0,7.0
"Zuni Pueblo, NM",31.0,19.0,19.0,21.0,29.0,24.0,24.0,21.0,20.0,15.0,15.0,16.0,21.166666666666668
"Cherokee Nation, OK",68.0,82.0,71.0,63.0,62.0,60.0,54.0,69.0,65.0,77.0,79.0,88.0,69.83333333333333
"Chickasaw Nation, OK",38.0,43.0,54.0,56.0,49.0,49.0,48.0,45.0,44.0,52.0,58.0,52.0,49.0
"Choctaw Nation, OK",44.0,44.0,53.0,50.0,53.0,47.0,46.0,30.0,32.0,33.0,37.0,43.0,42.666666666666664
"Citizen Potawatomi Nation, OK",13.0,5.0,6.0,13.0,11.0,9.0,11.0,14.0,10.0,6.0,7.0,12.0,9.75
"Inter-Tribal Council, OK",10.0,14.0,15.0,16.0,17.0,14.0,12.0,11.0,17.0,20.0,22.0,23.0,15.916666666666666
"Muscogee Creek Nation, OK",15.0,16.0,12.0,13.0,13.0,10.0,11.0,13.0,11.0,16.0,17.0,17.0,13.666666666666666
"Osage Tribal Council, OK",42.0,37.0,37.0,47.0,50.0,48.0,32.0,27.0,39.0,36.0,38.0,35.0,39.0
"Otoe-Missouria Tribe, OK",3.0,7.0,9.0,8.0,11.0,9.0,8.0,8.0,7.0,5.0,7.0,4.0,7.166666666666667
"Wichita, Caddo & Delaware (WCD), OK",80.0,81.0,78.0,87.0,85.0,90.0,84.0,69.0,63.0,61.0,57.0,59.0,74.5
Colorado,2367.0,2374.0,2396.0,2362.0,2325.0,2355.0,2262.0,2252.0,2246.0,2266.0,2292.0,2250.0,2312.25
Iowa,1907.0,1878.0,1798.0,1932.0,1784.0,1825.0,1787.0,1859.0,1817.0,2008.0,1962.0,1912.0,1872.4166666666667
Kansas,2094.0,1974.0,2005.0,2025.0,1806.0,1851.0,1826.0,1848.0,1782.0,1869.0,1864.0,1838.0,1898.5
Missouri,2852.0,2877.0,2936.0,3100.0,2853.0,2885.0,2898.0,2919.0,2855.0,2871.0,2936.0,2905.0,2907.25
Montana,401.0,425.0,413.0,453.0,409.0,416.0,427.0,418.0,413.0,412.0,452.0,449.0,424.0
Nebraska,1501.0,1516.0,1451.0,1585.0,1513.0,1524.0,1576.0,1613.0,1623.0,1675.0,1699.0,1684.0,1580.0
North Dakota,393.0,362.0,340.0,386.0,357.0,330.0,369.0,364.0,373.0,402.0,397.0,423.0,374.6666666666667
South Dakota,440.0,443.0,390.0,440.0,435.0,404.0,383.0,387.0,376.0,411.0,422.0,358.0,407.4166666666667
Utah,1985.0,2031.0,1986.0,1937.0,1916.0,1870.0,1872.0,1901.0,1881.0,1925.0,1913.0,1935.0,1929.3333333333333
Wyoming,172.0,160.0,158.0,161.0,165.0,178.0,168.0,173.0,173.0,166.0,178.0,171.0,168.58333333333334
"Ute Mountain Ute Tribe, CO",12.0,9.0,8.0,8.0,10.0,10.0,6.0,11.0,13.0,13.0,14.0,16.0,10.833333333333334
"Omaha Sioux, NE",5.0,7.0,3.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,2.4166666666666665
"Santee Sioux, NE",1.0,2.0,1.0,1.0,3.0,4.0,3.0,1.0,3.0,3.0,1.0,2.0,2.0833333333333335
"Winnebago Tribe, NE",1.0,2.0,6.0,5.0,5.0,5.0,2.0,5.0,4.0,1.0,2.0,2.0,3.3333333333333335
"Standing Rock Sioux Tribe, ND",28.0,28.0,28.0,19.0,12.0,9.0,9.0,9.0,7.0,7.0,7.0,9.0,14.333333333333334
"Three Affiliated Tribes, ND",6.0,5.0,3.0,4.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,3.25
"Cheyenne River Sioux, SD",11.0,7.0,8.0,8.0,10.0,9.0,6.0,6.0,5.0,5.0,8.0,16.0,8.25
"Rosebud Sioux, SD",67.0,60.0,55.0,58.0,57.0,54.0,51.0,61.0,61.0,66.0,66.0,60.0,59.666666666666664
"Northern Arapahoe, WY",23.0,17.0,18.0,12.0,12.0,13.0,14.0,9.0,13.0,10.0,13.0,14.0,14.0
"Shoshone Tribe, WY",4.0,4.0,4.0,5.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,7.0,5.75
Mountain Plains,14270.0,14181.0,14007.0,14505.0,13685.0,13754.0,13669.0,13845.0,13653.0,14118.0,14236.0,14057.0,13998.333333333334
Alaska,865.0,866.0,818.0,828.0,806.0,793.0,778.0,796.0,756.0,754.0,609.0,758.0,785.5833333333334
American Samoa,582.0,579.0,574.0,610.0,615.0,620.0,605.0,620.0,593.0,591.0,566.0,579.0,594.5
Arizona,7767.0,7609.0,7505.0,7713.0,7435.0,7482.0,7455.0,7472.0,7377.0,7505.0,7556.0,7645.0,7543.416666666667
California,51103.0,51352.0,50430.0,51522.0,50487.0,50060.0,49884.0,49793.0,48901.0,49593.0,49715.0,49601.0,50203.416666666664
Guam,266.0,253.0,253.0,275.0,248.0,253.0,246.0,260.0,254.0,246.0,235.0,261.0,254.16666666666666
Hawaii,997.0,947.0,903.0,948.0,935.0,958.0,948.0,972.0,940.0,916.0,918.0,931.0,942.75
Idaho,585.0,511.0,442.0,413.0,427.0,452.0,1234.0,1250.0,1257.0,1372.0,1390.0,1427.0,896.6666666666666
Nevada,3185.0,3140.0,3134.0,3141.0,3083.0,3056.0,3002.0,3058.0,2966.0,2998.0,2992.0,3031.0,3065.5
Oregon,2179.0,2182.0,2111.0,2096.0,2030.0,2041.0,2046.0,2045.0,2030.0,2015.0,1994.0,2013.0,2065.1666666666665
Washington,5244.0,5257.0,5254.0,5282.0,5233.0,5204.0,5306.0,5301.0,5213.0,5330.0,5356.0,5403.0,5281.916666666667
Northern Marianas,186.0,190.0,188.0,176.0,165.0,146.0,149.0,147.0,152.0,170.0,176.0,168.0,167.75
"Inter-Tribal Council, AZ",185.0,195.0,188.0,195.0,170.0,163.0,176.0,188.0,173.0,192.0,188.0,177.0,182.5
"Navajo Nation, AZ",534.0,523.0,518.0,556.0,544.0,558.0,561.0,568.0,546.0,549.0,558.0,531.0,545.5
"Inter-Tribal Council, NV",33.0,29.0,31.0,34.0,39.0,41.0,37.0,37.0,38.0,38.0,42.0,35.0,36.166666666666664
