State Agency or Indian Tribal Organization,2012-10-01 00:00:00,2012-11-01 00:00:00,2012-12-01 00:00:00,2013-01-01 00:00:00,2013-02-01 00:00:00,2013-03-01 00:00:00,2013-04-01 00:00:00,2013-05-01 00:00:00,2013-06-01 00:00:00,2013-07-01 00:00:00,2013-08-01 00:00:00,2013-09-01 00:00:00,Average Participation
Wisconsin,9993.0,10072.0,9758.0,9833.0,9543.0,9158.0,9203.0,9208.0,9086.0,9146.0,9210.0,9379.0,9465.75
Arkansas,9895.0,9952.0,9714.0,9788.0,9432.0,9150.0,9103.0,8953.0,8769.0,8646.0,8578.0,8761.0,9228.416666666666
Louisiana,15221.0,15788.0,15801.0,16274.0,16249.0,15727.0,15593.0,15066.0,14623.0,14249.0,14287.0,14676.0,15296.166666666666
New Mexico,3958.0,3944.0,3816.0,3923.0,3675.0,3516.0,3492.0,3489.0,3309.0,3316.0,3342.0,3447.0,3602.25
Oklahoma,7240.0,7415.0,7268.0,7252.0,6961.0,6898.0,6830.0,6667.0,6567.0,6657.0,6661.0,6772.0,6932.333333333333
Texas,,,,,,,,,,,,, 
Texas,50271.0,51549.0,51481.0,52171.0,51725.0,49478.0,48651.0,47806.0,46853.0,46705.0,46860.0,47777.0,49277.25
"Acoma, Canoncito & Laguna, NM",16.0,15.0,23.0,24.0,21.0,17.0,19.0,23.0,24.0,25.0,22.0,22.0,20.916666666666668
"Eight Northern Pueblos, NM",17.0,17.0,15.0,13.0,15.0,13.0,14.0,17.0,14.0,14.0,16.0,18.0,15.25
"Five Sandoval Pueblos, NM",14.0,16.0,12.0,17.0,16.0,16.0,15.0,10.0,8.0,11.0,14.0,16.0,13.75
"Isleta Pueblo, NM",43.0,54.0,60.0,72.0,76.0,78.0,70.0,71.0,71.0,87.0,79.0,73.0,69.5
"San Felipe Pueblo, NM",19.0,22.0,19.0,18.0,16.0,16.0,19.0,13.0,9.0,6.0,10.0,10.0,14.75
"Santo Domingo Tribe, NM",13.0,15.0,14.0,12.0,9.0,5.0,3.0,5.0,8.0,10.0,11.0,13.0,9.833333333333334
"Zuni Pueblo, NM",28.0,35.0,37.0,37.0,36.0,34.0,36.0,37.0,31.0,26.0,20.0,13.0,30.833333333333332
"Cherokee Nation, OK",657.0,698.0,688.0,694.0,628.0,608.0,609.0,592.0,593.0,616.0,599.0,601.0,631.9166666666666
"Chickasaw Nation, OK",378.0,362.0,363.0,383.0,367.0,367.0,373.0,347.0,335.0,359.0,338.0,351.0,360.25
"Choctaw Nation, OK",486.0,493.0,469.0,464.0,446.0,445.0,412.0,417.0,421.0,421.0,416.0,428.0,443.1666666666667
"Citizen Potawatomi Nation, OK",102.0,99.0,96.0,110.0,103.0,128.0,130.0,128.0,130.0,126.0,132.0,144.0,119
"Inter-Tribal Council, OK",78.0,80.0,81.0,83.0,79.0,71.0,69.0,72.0,73.0,87.0,86.0,105.0,80.33333333333333
"Muscogee Creek Nation, OK",260.0,266.0,264.0,275.0,262.0,266.0,264.0,259.0,270.0,269.0,251.0,268.0,264.5
"Osage Tribal Council, OK",332.0,320.0,334.0,336.0,321.0,293.0,180.0,100.0,123.0,176.0,226.0,247.0,249
"Otoe-Missouria Tribe, OK",72.0,72.0,65.0,59.0,46.0,43.0,40.0,47.0,49.0,50.0,50.0,54.0,53.916666666666664
"Wichita, Caddo & Delaware (WCD), OK",382.0,393.0,411.0,405.0,392.0,404.0,396.0,406.0,417.0,411.0,413.0,395.0,402.0833333333333
Colorado,8306.0,8215.0,7940.0,8155.0,7964.0,7655.0,7479.0,7487.0,7313.0,7327.0,7390.0,7526.0,7729.75
Iowa,6403.0,6445.0,6192.0,6428.0,6213.0,6103.0,5995.0,6001.0,6086.0,6102.0,6248.0,6269.0,6207.083333333333
Kansas,5467.0,5552.0,5529.0,5673.0,5116.0,4847.0,4810.0,4749.0,4662.0,4753.0,4772.0,4885.0,5067.916666666667
Missouri,14281.0,14525.0,14398.0,14591.0,13920.0,13701.0,13538.0,13347.0,13151.0,13219.0,13170.0,13397.0,13769.833333333334
Montana,1389.0,1397.0,1360.0,1351.0,1308.0,1292.0,1315.0,1328.0,1344.0,1344.0,1315.0,1334.0,1339.75
Nebraska,3063.0,3119.0,3001.0,3058.0,2959.0,2885.0,2907.0,2897.0,2894.0,2962.0,3052.0,3098.0,2991.25
North Dakota,1109.0,1070.0,1055.0,1095.0,1048.0,1022.0,1037.0,1012.0,1048.0,1054.0,1026.0,1043.0,1051.5833333333333
South Dakota,1257.0,1236.0,1198.0,1210.0,1187.0,1155.0,1197.0,1247.0,1256.0,1297.0,1323.0,1325.0,1240.6666666666667
Utah,4546.0,4572.0,4446.0,4530.0,4354.0,4185.0,4213.0,4194.0,4121.0,4111.0,4200.0,4289.0,4313.416666666667
Wyoming,925.0,910.0,898.0,925.0,885.0,875.0,895.0,933.0,950.0,988.0,962.0,970.0,926.3333333333334
"Ute Mountain Ute Tribe, CO",10.0,10.0,8.0,8.0,4.0,6.0,5.0,8.0,9.0,9.0,10.0,8.0,7.916666666666667
"Omaha Sioux, NE",8.0,7.0,8.0,6.0,10.0,8.0,8.0,10.0,13.0,12.0,5.0,7.0,8.5
"Santee Sioux, NE",7.0,5.0,4.0,6.0,8.0,9.0,7.0,8.0,9.0,8.0,9.0,5.0,7.083333333333333
"Winnebago Tribe, NE",9.0,10.0,10.0,10.0,8.0,7.0,13.0,13.0,15.0,13.0,11.0,12.0,10.916666666666666
"Standing Rock Sioux Tribe, ND",53.0,52.0,53.0,55.0,45.0,51.0,47.0,50.0,51.0,46.0,39.0,48.0,49.166666666666664
"Three Affiliated Tribes, ND",32.0,26.0,24.0,24.0,28.0,28.0,31.0,38.0,32.0,30.0,26.0,34.0,29.416666666666668
"Cheyenne River Sioux, SD",45.0,51.0,53.0,51.0,48.0,56.0,40.0,42.0,43.0,42.0,41.0,41.0,46.083333333333336
"Rosebud Sioux, SD",81.0,88.0,86.0,90.0,91.0,89.0,77.0,84.0,92.0,90.0,89.0,82.0,86.58333333333333
"Northern Arapahoe, WY",50.0,56.0,52.0,53.0,55.0,52.0,40.0,35.0,34.0,35.0,38.0,38.0,44.833333333333336
"Shoshone Tribe, WY",14.0,14.0,16.0,21.0,22.0,18.0,19.0,21.0,22.0,18.0,18.0,16.0,18.25
Mountain Plains,47055.0,47360.0,46331.0,47340.0,45273.0,44044.0,43673.0,43504.0,43145.0,43460.0,43744.0,44427.0,44946.333333333336
Alaska,1131.0,1168.0,1150.0,1141.0,1139.0,1107.0,1096.0,1101.0,1126.0,1072.0,961.0,1057.0,1104.0833333333333
American Samoa,172.0,184.0,165.0,155.0,144.0,136.0,167.0,136.0,161.0,173.0,180.0,158.0,160.91666666666666
Arizona,13074.0,13146.0,12997.0,13657.0,13124.0,12603.0,12475.0,12291.0,12039.0,11946.0,11943.0,12010.0,12608.75
California,81995.0,83725.0,82203.0,84780.0,82899.0,79801.0,78617.0,76789.0,74581.0,73826.0,73858.0,75406.0,79040
Guam,496.0,586.0,594.0,647.0,671.0,662.0,614.0,591.0,558.0,539.0,537.0,561.0,588
Hawaii,1984.0,1984.0,1967.0,2026.0,1976.0,1824.0,1897.0,1884.0,1853.0,1874.0,1860.0,1871.0,1916.6666666666667
Idaho,2923.0,2982.0,2895.0,2887.0,2787.0,2655.0,2726.0,2645.0,2648.0,2718.0,2706.0,2748.0,2776.6666666666665
Nevada,5545.0,5631.0,5694.0,5919.0,5818.0,5686.0,5656.0,5349.0,5475.0,5305.0,5320.0,5529.0,5577.25
Oregon,5510.0,5577.0,5377.0,5354.0,5351.0,5082.0,5031.0,5004.0,5112.0,5115.0,5117.0,5197.0,5235.583333333333
Washington,9630.0,9706.0,9693.0,9544.0,9379.0,9112.0,8898.0,8828.0,8623.0,8739.0,8844.0,8987.0,9165.25
Northern Marianas,230.0,218.0,214.0,201.0,194.0,177.0,167.0,168.0,176.0,175.0,166.0,192.0,189.83333333333334
"Inter-Tribal Council, AZ",713.0,747.0,758.0,761.0,750.0,716.0,687.0,655.0,683.0,694.0,674.0,687.0,710.4166666666666
"Navajo Nation, AZ",481.0,503.0,490.0,499.0,472.0,435.0,442.0,427.0,405.0,422.0,432.0,412.0,451.6666666666667
"Inter-Tribal Council, NV",58.0,59.0,59.0,58.0,60.0,67.0,68.0,76.0,72.0,81.0,74.0,78.0,67.5
